Asof	Current Coupon	dy	vol1	log return	vol2
3/1/2011	4.236691611	0.59%	7.02%	0.001383964	1.68%
2/28/2011	4.23083224	-1.88%	7.03%	-0.004442373	1.68%
2/25/2011	4.249668983	-1.40%	7.28%	-0.003278224	1.75%
2/24/2011	4.263623208	-4.32%	7.28%	-0.010089854	1.75%
2/23/2011	4.306860307	0.69%	7.29%	0.001599082	1.76%
2/22/2011	4.299978787	-6.64%	7.31%	-0.015326354	1.76%
2/18/2011	4.3663894	1.59%	7.47%	0.003659294	1.82%
2/17/2011	4.350440698	-4.85%	7.49%	-0.011091464	1.82%
2/16/2011	4.398962043	1.39%	7.48%	0.003154053	1.82%
2/15/2011	4.385109339	-0.80%	7.48%	-0.001831213	1.82%
2/14/2011	4.393146767	-4.12%	7.48%	-0.009326025	1.82%
2/11/2011	4.434309004	-6.69%	7.45%	-0.014983035	1.81%
2/10/2011	4.501248639	4.83%	7.38%	0.010789824	1.80%
2/9/2011	4.452942036	-3.42%	7.52%	-0.007647478	1.84%
2/8/2011	4.487126356	7.51%	7.61%	0.016879044	1.88%
2/7/2011	4.412023568	1.73%	7.58%	0.003935477	1.87%
2/4/2011	4.394694271	6.79%	7.66%	0.015580179	1.90%
2/3/2011	4.326754775	4.31%	7.64%	0.010001179	1.90%
2/2/2011	4.283697795	5.07%	7.66%	0.011901066	1.91%
2/1/2011	4.233019385	5.95%	7.76%	0.014167345	1.95%
1/31/2011	4.173471551	2.48%	7.75%	0.005968682	1.94%
1/28/2011	4.14863562	-3.01%	7.79%	-0.007237952	1.96%
1/27/2011	4.178772175	-5.14%	7.78%	-0.012225992	1.96%
1/26/2011	4.230175399	8.17%	7.76%	0.019497203	1.96%
1/25/2011	4.148497642	-4.71%	7.77%	-0.011300757	1.96%
1/24/2011	4.195644704	1.35%	7.75%	0.003230004	1.96%
1/21/2011	4.182114617	-3.41%	7.79%	-0.008125042	1.97%
1/20/2011	4.216232895	10.11%	7.78%	0.024273021	1.97%
1/19/2011	4.115124257	-2.61%	7.70%	-0.006325555	1.96%
1/18/2011	4.141237202	5.54%	7.69%	0.013464234	1.96%
1/14/2011	4.085852312	1.31%	7.68%	0.003207662	1.95%
1/13/2011	4.072767276	-5.48%	7.70%	-0.013361727	1.96%
1/12/2011	4.127551673	-0.29%	7.73%	-0.000705229	1.98%
1/11/2011	4.130463569	5.42%	7.79%	0.013200893	2.00%
1/10/2011	4.076296078	-2.58%	7.78%	-0.006312827	2.00%
1/7/2011	4.102110427	-9.80%	7.78%	-0.023601687	2.00%
1/6/2011	4.200078713	-4.69%	7.65%	-0.011094956	1.97%
1/5/2011	4.246937869	13.46%	7.61%	0.03221575	1.96%
1/4/2011	4.112299957	-0.71%	7.48%	-0.001717028	1.94%
1/3/2011	4.119366956	1.36%	7.57%	0.003305134	1.97%
12/31/2010	4.105774371	-8.30%	7.57%	-0.020016215	1.97%
12/30/2010	4.188784437	1.76%	7.51%	0.004206169	1.96%
12/29/2010	4.171202705	-15.56%	7.51%	-0.036618953	1.96%
12/28/2010	4.326778914	11.39%	7.18%	0.026686249	1.89%
12/27/2010	4.212840472	-1.37%	7.10%	-0.003238786	1.88%
12/23/2010	4.22650708	4.80%	7.12%	0.011423007	1.89%
12/22/2010	4.178502361	0.37%	7.24%	0.000891955	1.93%
12/21/2010	4.174776985	-3.58%	7.28%	-0.008548733	1.94%
12/20/2010	4.210619023	4.36%	7.25%	0.01040848	1.93%
12/17/2010	4.167020172	-18.94%	7.27%	-0.044442252	1.94%
12/16/2010	4.35638875	-2.77%	7.01%	-0.006346273	1.91%
12/15/2010	4.384123494	9.66%	7.08%	0.022290758	1.93%
12/14/2010	4.287479196	17.85%	7.00%	0.042525534	1.92%
12/13/2010	4.108974264	-1.94%	6.67%	-0.00470798	1.85%
12/10/2010	4.128364841	7.23%	6.71%	0.017666252	1.86%
12/9/2010	4.056072556	-4.93%	6.72%	-0.01208587	1.87%
12/8/2010	4.105391151	5.03%	6.83%	0.012333963	1.90%
12/7/2010	4.055066398	20.40%	7.83%	0.051626879	2.21%
12/6/2010	3.851028219	-9.35%	8.96%	-0.023999266	2.68%
12/3/2010	3.944568022	-1.48%	8.88%	-0.003752721	2.67%
12/2/2010	3.959398697	2.50%	11.65%	0.006341848	3.56%
12/1/2010	3.934368245	15.46%	11.71%	0.040099184	3.58%
11/30/2010	3.779724553	0.93%	11.58%	0.002456615	3.55%
11/29/2010	3.770450622	-5.23%	11.65%	-0.01377078	3.57%
11/26/2010	3.822731817	-3.10%	11.77%	-0.008071364	3.61%
11/24/2010	3.853711333	15.19%	11.88%	0.040203856	3.64%
11/23/2010	3.701850429	-2.58%	11.90%	-0.006935771	3.66%
11/22/2010	3.72761486	-3.81%	11.92%	-0.010164256	3.66%
11/19/2010	3.765696498	1.53%	11.91%	0.004068823	3.66%
11/18/2010	3.750405673	3.11%	11.94%	0.008331071	3.67%
11/17/2010	3.71929057	-0.24%	11.94%	-0.000640908	3.67%
11/16/2010	3.721675058	-1.42%	12.02%	-0.003799489	3.69%
11/15/2010	3.73584242	12.74%	12.16%	0.034689698	3.73%
11/12/2010	3.608469217	12.09%	12.06%	0.034092286	3.71%
11/10/2010	3.487521657	-1.30%	12.02%	-0.003716853	3.70%
11/9/2010	3.500508382	9.86%	12.07%	0.028564554	3.71%
11/8/2010	3.40193251	3.75%	12.03%	0.011070663	3.70%
11/5/2010	3.364478565	7.12%	12.09%	0.021388984	3.72%
11/4/2010	3.293279933	-8.56%	12.11%	-0.025658967	3.73%
11/3/2010	3.378875545	-1.54%	12.07%	-0.004533725	3.71%
11/2/2010	3.394229214	-4.95%	12.07%	-0.01449174	3.71%
11/1/2010	3.443775641	4.59%	12.08%	0.01342746	3.72%
10/29/2010	3.397843546	-3.71%	12.07%	-0.010864361	3.71%
10/28/2010	3.434960205	-6.23%	12.09%	-0.0179808	3.72%
10/27/2010	3.497282159	5.03%	12.08%	0.014476209	3.71%
10/26/2010	3.447019455	7.32%	12.11%	0.02145447	3.72%
10/25/2010	3.373853159	5.58%	12.10%	0.016668785	3.72%
10/22/2010	3.318081244	2.56%	12.08%	0.007760075	3.71%
10/21/2010	3.292432333	3.73%	12.08%	0.011388246	3.71%
10/20/2010	3.255149998	-1.47%	12.07%	-0.00450904	3.71%
10/19/2010	3.269860739	-3.01%	12.07%	-0.00915669	3.71%
10/18/2010	3.299939339	-7.54%	12.08%	-0.022601273	3.71%
10/15/2010	3.375371387	9.04%	12.05%	0.027161947	3.70%
10/14/2010	3.284923658	2.31%	12.01%	0.00704372	3.69%
10/13/2010	3.261866874	-2.38%	12.01%	-0.00727544	3.69%
10/12/2010	3.285684929	5.52%	12.04%	0.016950665	3.70%
10/8/2010	3.23045976	0.68%	12.01%	0.00210893	3.69%
10/7/2010	3.223654126	-3.91%	12.06%	-0.012067593	3.70%
10/6/2010	3.262791545	-7.38%	12.06%	-0.022365699	3.70%
10/5/2010	3.33658834	0.10%	12.05%	0.000303769	3.69%
10/4/2010	3.335574942	-5.31%	12.05%	-0.015803305	3.69%
10/1/2010	3.388706772	0.50%	12.03%	0.001463056	3.69%
9/30/2010	3.38375253	0.57%	12.03%	0.001684008	3.69%
9/29/2010	3.378059059	6.54%	12.06%	0.019550569	3.70%
9/28/2010	3.312657485	-4.19%	12.07%	-0.012566529	3.70%
9/27/2010	3.354548754	-9.32%	12.07%	-0.027417488	3.70%
9/24/2010	3.447794494	6.65%	12.02%	0.019487147	3.68%
9/23/2010	3.381257232	3.26%	11.98%	0.009700652	3.67%
9/22/2010	3.348615412	-3.31%	11.98%	-0.009829462	3.67%
9/21/2010	3.381692801	-12.56%	12.04%	-0.036467323	3.68%
9/20/2010	3.507290268	-7.39%	11.95%	-0.020858977	3.66%
9/17/2010	3.581217094	3.60%	11.96%	0.010092198	3.66%
9/16/2010	3.545256507	4.53%	11.96%	0.012850483	3.66%
9/15/2010	3.499989721	7.59%	11.98%	0.021938961	3.66%
9/14/2010	3.424039761	-5.86%	11.93%	-0.016974457	3.65%
9/13/2010	3.482657067	-9.98%	11.91%	-0.02824211	3.64%
9/10/2010	3.582416733	30.82%	11.90%	0.089953631	3.64%
9/9/2010	3.274234191	39.88%	11.15%	0.129867089	3.43%
9/8/2010	2.875472239	-4.24%	9.78%	-0.014628004	2.95%
9/7/2010	2.917843809	-56.81%	9.78%	-0.177894754	2.96%
9/3/2010	3.485946763	9.69%	6.68%	0.028189725	1.91%
9/2/2010	3.389051031	6.42%	6.72%	0.019136302	1.91%
9/1/2010	3.324813719	10.89%	6.65%	0.033302095	1.89%
8/31/2010	3.215913819	-13.51%	6.47%	-0.041141676	1.83%
8/30/2010	3.350981305	-12.27%	6.27%	-0.035949117	1.76%
8/27/2010	3.473637606	15.88%	6.36%	0.046792632	1.76%
8/26/2010	3.314841186	-6.27%	5.96%	-0.018745853	1.64%
8/25/2010	3.377566796	1.27%	5.95%	0.003779406	1.63%
8/24/2010	3.364825692	-6.34%	5.94%	-0.018656283	1.63%
8/23/2010	3.428190066	0.23%	5.90%	0.000658227	1.62%
8/20/2010	3.425934282	11.13%	6.07%	0.033020954	1.65%
8/19/2010	3.314654064	-13.67%	5.87%	-0.040399408	1.59%
8/18/2010	3.451305866	4.86%	5.67%	0.014171712	1.52%
8/17/2010	3.402739898	9.30%	5.72%	0.027705953	1.53%
8/16/2010	3.309757774	-8.02%	5.55%	-0.023946431	1.47%
8/13/2010	3.38997124	-6.48%	5.53%	-0.018922117	1.46%
8/12/2010	3.454727401	9.62%	5.49%	0.02823426	1.44%
8/11/2010	3.35854987	-9.57%	5.33%	-0.028109679	1.39%
8/10/2010	3.454297034	-3.75%	5.22%	-0.010799674	1.35%
8/9/2010	3.491804485	0.22%	5.31%	0.000637012	1.37%
8/6/2010	3.489580872	-6.38%	5.30%	-0.018115492	1.37%
8/5/2010	3.553372411	-2.83%	5.27%	-0.007941462	1.36%
8/4/2010	3.581703731	5.86%	5.27%	0.016484575	1.36%
8/3/2010	3.523144852	-4.96%	5.25%	-0.013966727	1.35%
8/2/2010	3.572696888	8.30%	5.27%	0.023508438	1.35%
7/30/2010	3.489687892	-6.66%	5.28%	-0.018911427	1.34%
7/29/2010	3.556310851	-1.49%	5.25%	-0.004190427	1.32%
7/28/2010	3.571244579	-4.88%	5.28%	-0.013558727	1.33%
7/27/2010	3.619995866	-0.03%	5.31%	-8.31692E-05	1.33%
7/26/2010	3.620296951	0.17%	5.31%	0.000463521	1.33%
7/23/2010	3.618619257	4.42%	5.32%	0.012279829	1.33%
7/22/2010	3.57445495	0.66%	5.34%	0.001844463	1.34%
7/21/2010	3.567868075	-6.81%	5.40%	-0.01889532	1.35%
7/20/2010	3.635925039	-2.15%	5.35%	-0.005892308	1.33%
7/19/2010	3.657412273	5.97%	5.37%	0.016451674	1.33%
7/16/2010	3.597733967	-1.45%	5.34%	-0.004027949	1.32%
7/15/2010	3.612254682	-8.82%	5.36%	-0.024117271	1.32%
7/14/2010	3.700431425	-5.26%	5.27%	-0.014122375	1.30%
7/13/2010	3.75306106	3.91%	5.30%	0.01047523	1.30%
7/12/2010	3.713952079	-0.18%	5.29%	-0.000485267	1.29%
7/9/2010	3.715754774	0.41%	5.29%	0.001095946	1.29%
7/8/2010	3.711684738	1.33%	5.35%	0.003593192	1.31%
7/7/2010	3.698371874	6.32%	5.34%	0.017246465	1.30%
7/6/2010	3.635134909	-8.18%	5.31%	-0.022261136	1.29%
7/2/2010	3.716964572	2.32%	5.24%	0.006255366	1.27%
7/1/2010	3.69378617	-3.08%	5.24%	-0.008303827	1.26%
6/30/2010	3.724586433	-0.07%	5.37%	-0.000199463	1.29%
6/29/2010	3.725329424	-3.62%	5.37%	-0.009681548	1.29%
6/28/2010	3.761571534	-10.30%	5.64%	-0.027015903	1.34%
6/25/2010	3.864578938	-4.36%	5.58%	-0.011208739	1.32%
6/24/2010	3.90813967	7.72%	5.57%	0.019956354	1.32%
6/23/2010	3.830920521	-4.40%	5.48%	-0.011420785	1.29%
6/22/2010	3.874923436	-8.01%	5.46%	-0.020465477	1.28%
6/21/2010	3.955042637	-1.54%	5.41%	-0.003884841	1.27%
6/18/2010	3.970437232	0.22%	5.49%	0.000565758	1.28%
6/17/2010	3.968191562	-8.67%	5.73%	-0.021609697	1.34%
6/16/2010	4.054876219	-2.07%	5.63%	-0.005083961	1.31%
6/15/2010	4.075543544	3.67%	5.64%	0.009044382	1.31%
6/14/2010	4.03884896	1.68%	5.63%	0.004169201	1.31%
6/11/2010	4.022045241	-8.45%	5.64%	-0.020788578	1.31%
6/10/2010	4.106532989	11.23%	5.55%	0.027723296	1.29%
6/9/2010	3.99424998	-0.53%	5.34%	-0.001334003	1.23%
6/8/2010	3.999581879	-3.26%	5.34%	-0.008127853	1.23%
6/7/2010	4.032222362	-0.63%	5.34%	-0.001555764	1.23%
6/4/2010	4.038500429	-14.91%	5.34%	-0.036249465	1.23%
6/3/2010	4.187579607	1.09%	5.00%	0.00260725	1.14%
6/2/2010	4.176675762	2.56%	5.01%	0.006148819	1.15%
6/1/2010	4.151072931	-0.37%	5.00%	-0.000882471	1.14%
5/28/2010	4.154737751	-2.69%	5.04%	-0.006448388	1.15%
5/27/2010	4.181615679	9.67%	5.03%	0.023406163	1.15%
5/26/2010	4.084876663	2.67%	4.87%	0.00654831	1.11%
5/25/2010	4.058215015	-5.53%	4.86%	-0.013542132	1.11%
5/24/2010	4.1135457	7.01%	4.84%	0.017189647	1.10%
5/21/2010	4.043439575	-1.69%	4.81%	-0.004161687	1.09%
5/20/2010	4.060302171	-6.75%	4.83%	-0.01648088	1.10%
5/19/2010	4.127773994	-0.88%	4.76%	-0.002136266	1.08%
5/18/2010	4.136601442	-5.36%	4.84%	-0.012864971	1.09%
5/17/2010	4.190162492	-0.17%	4.80%	-0.000402535	1.09%
5/14/2010	4.191849519	-9.06%	4.81%	-0.021393044	1.09%
5/13/2010	4.282492045	-1.02%	4.79%	-0.002374364	1.08%
5/12/2010	4.292672319	0.63%	4.87%	0.001466408	1.10%
5/11/2010	4.286382125	-2.53%	4.88%	-0.005877954	1.10%
5/10/2010	4.311651474	5.33%	4.92%	0.012431923	1.11%
5/7/2010	4.258381169	3.58%	4.86%	0.008446413	1.10%
5/6/2010	4.222564597	-11.26%	4.87%	-0.026315741	1.10%
5/5/2010	4.335159523	-4.53%	4.67%	-0.010389961	1.05%
5/4/2010	4.380436467	-5.26%	4.69%	-0.011933314	1.05%
5/3/2010	4.433022729	4.23%	4.68%	0.009592195	1.05%
4/30/2010	4.390703603	-3.25%	4.74%	-0.007367615	1.07%
4/29/2010	4.423172078	-4.21%	4.74%	-0.009476352	1.07%
4/28/2010	4.465286847	5.55%	4.71%	0.012499105	1.06%
4/27/2010	4.409822109	-7.71%	4.67%	-0.017343455	1.05%
4/26/2010	4.486970737	-0.96%	4.59%	-0.002138331	1.03%
4/23/2010	4.496575633	2.29%	4.59%	0.005104669	1.03%
4/22/2010	4.473680589	4.50%	4.59%	0.010104476	1.03%
4/21/2010	4.428704005	-4.30%	4.55%	-0.009657375	1.02%
4/20/2010	4.471680847	0.69%	4.54%	0.001545989	1.02%
4/19/2010	4.464773018	4.36%	4.54%	0.009817994	1.02%
4/16/2010	4.421152388	-5.78%	4.53%	-0.012989101	1.02%
4/15/2010	4.478953762	-0.75%	4.48%	-0.001663528	1.01%
4/14/2010	4.486410828	4.99%	4.50%	0.01119008	1.01%
4/13/2010	4.436487378	-2.42%	4.52%	-0.005437646	1.02%
4/12/2010	4.460677133	-8.08%	4.52%	-0.017956417	1.02%
4/9/2010	4.541498369	-1.32%	4.43%	-0.002903778	1.00%
4/8/2010	4.554705037	2.08%	4.55%	0.00457521	1.03%
4/7/2010	4.533913902	-10.57%	4.55%	-0.023055733	1.03%
4/6/2010	4.639660964	-3.53%	4.33%	-0.007572225	0.98%
4/5/2010	4.674926874	11.99%	4.32%	0.025985692	0.98%
4/1/2010	4.555010465	5.17%	4.06%	0.011414242	0.93%
3/31/2010	4.503314072	1.34%	4.20%	0.002984926	0.96%
3/30/2010	4.489892053	3.06%	4.21%	0.006842032	0.96%
3/29/2010	4.459276924	0.25%	4.22%	0.000558747	0.96%
3/26/2010	4.456786011	-5.40%	4.24%	-0.012048218	0.96%
3/25/2010	4.510807117	6.27%	4.22%	0.014005944	0.96%
3/24/2010	4.448069381	11.92%	4.19%	0.027160985	0.95%
3/23/2010	4.328881394	0.24%	3.94%	0.000557967	0.89%
3/22/2010	4.326466692	-2.95%	3.94%	-0.006784434	0.89%
3/19/2010	4.355919115	2.35%	4.05%	0.005409582	0.92%
3/18/2010	4.332419033	3.64%	4.47%	0.008443306	1.02%
3/17/2010	4.295993086	-2.07%	4.52%	-0.004798205	1.03%
3/16/2010	4.316655672	-2.23%	4.81%	-0.005149895	1.10%
3/15/2010	4.338943333	-0.45%	4.82%	-0.001032992	1.10%
3/12/2010	4.343427744	1.76%	4.90%	0.004055949	1.12%
3/11/2010	4.325846701	0.86%	4.92%	0.001985969	1.12%
3/10/2010	4.317264231	0.86%	4.92%	0.001999683	1.13%
3/9/2010	4.308639697	-3.40%	4.94%	-0.007851376	1.13%
3/8/2010	4.342601599	1.62%	4.94%	0.003728409	1.13%
3/5/2010	4.326440751	4.29%	4.98%	0.009964488	1.14%
3/4/2010	4.283544063	-2.40%	4.99%	-0.005593279	1.14%
3/3/2010	4.307570251	-2.68%	5.07%	-0.006201311	1.16%
3/2/2010	4.334365831	0.60%	5.12%	0.001385017	1.18%
3/1/2010	4.328366817	3.76%	5.17%	0.008728983	1.19%
2/26/2010	4.290748997	-6.34%	5.29%	-0.014675847	1.22%
2/25/2010	4.354183713	-4.17%	5.21%	-0.009523283	1.20%
2/24/2010	4.395847914	0.44%	5.21%	0.001003845	1.21%
2/23/2010	4.39143738	-7.10%	5.22%	-0.016041668	1.21%
2/22/2010	4.462451429	-2.39%	5.25%	-0.00533127	1.22%
2/19/2010	4.486305491	1.81%	5.25%	0.004053278	1.22%
2/18/2010	4.468158049	7.68%	5.26%	0.01732894	1.22%
2/17/2010	4.391396624	6.81%	5.18%	0.015634315	1.21%
2/16/2010	4.323274057	-2.28%	5.14%	-0.005257702	1.20%
2/12/2010	4.346064403	-5.27%	5.18%	-0.012058891	1.21%
2/11/2010	4.398790391	-0.76%	5.29%	-0.001718497	1.24%
2/10/2010	4.406356199	4.10%	5.40%	0.009357237	1.27%
2/9/2010	4.365317184	3.33%	5.41%	0.007653058	1.27%
2/8/2010	4.332036669	5.54%	5.41%	0.012879612	1.27%
2/5/2010	4.276599491	-4.73%	5.37%	-0.010988544	1.26%
2/4/2010	4.323852235	-7.09%	5.37%	-0.016270543	1.26%
2/3/2010	4.394779103	3.29%	5.34%	0.007503718	1.25%
2/2/2010	4.361925336	-2.11%	5.33%	-0.004828528	1.25%
2/1/2010	4.383037944	2.10%	5.34%	0.004804603	1.25%
1/29/2010	4.362029697	-4.15%	5.37%	-0.009472417	1.26%
1/28/2010	4.403544976	1.64%	5.42%	0.003734167	1.27%
1/27/2010	4.387132069	1.63%	5.47%	0.00372453	1.28%
1/26/2010	4.370822457	-1.00%	5.59%	-0.002283206	1.31%
1/25/2010	4.380813344	3.55%	5.68%	0.008136458	1.33%
1/22/2010	4.345313656	1.01%	5.73%	0.002336612	1.34%
1/21/2010	4.335172196	-3.26%	5.75%	-0.007494804	1.35%
1/20/2010	4.367785526	-3.42%	5.74%	-0.007796265	1.34%
1/19/2010	4.401971027	3.23%	5.75%	0.007364749	1.34%
1/15/2010	4.369670702	-5.69%	5.76%	-0.012942676	1.35%
1/14/2010	4.426593506	-2.76%	5.71%	-0.006205851	1.34%
1/13/2010	4.454149704	4.54%	5.73%	0.010241642	1.34%
1/12/2010	4.408764703	-8.01%	5.79%	-0.018007627	1.35%
1/11/2010	4.488875227	-1.07%	5.83%	-0.002371888	1.37%
1/8/2010	4.499534973	-0.55%	5.85%	-0.001221702	1.37%
1/7/2010	4.505035421	2.93%	6.07%	0.006523716	1.42%
1/6/2010	4.475741506	3.91%	6.07%	0.008770457	1.42%
1/5/2010	4.436658845	-9.59%	6.10%	-0.021378851	1.43%
1/4/2010	4.532530676	-2.67%	5.95%	-0.005877296	1.40%
12/31/2009	4.559248136	3.65%	5.94%	0.008033999	1.40%
12/30/2009	4.522765888	-3.35%	5.93%	-0.007372288	1.40%
12/29/2009	4.556232229	-4.05%	6.13%	-0.008859515	1.45%
12/28/2009	4.596777576	5.01%	6.11%	0.010959349	1.44%
12/24/2009	4.546674934	5.07%	6.08%	0.011221538	1.44%
12/23/2009	4.495939447	1.05%	6.10%	0.002347151	1.44%
12/22/2009	4.485399173	7.54%	6.12%	0.016943331	1.45%
12/21/2009	4.410041776	14.71%	6.11%	0.033932366	1.45%
12/18/2009	4.262909022	6.47%	5.80%	0.015290259	1.38%
12/17/2009	4.198223826	-12.67%	5.75%	-0.029732913	1.36%
12/16/2009	4.324923491	-2.91%	5.52%	-0.006717032	1.31%
12/15/2009	4.354071928	7.09%	5.60%	0.01641853	1.33%
12/14/2009	4.283168129	3.61%	5.61%	0.008458388	1.33%
12/11/2009	4.247092217	2.19%	5.59%	0.005179175	1.33%
12/10/2009	4.225152647	3.35%	5.60%	0.007955029	1.33%
12/9/2009	4.191674769	4.12%	5.66%	0.009889303	1.34%
12/8/2009	4.150426323	-4.42%	5.63%	-0.010587654	1.33%
12/7/2009	4.194603054	-4.97%	5.79%	-0.011780169	1.37%
12/4/2009	4.244308382	7.49%	5.76%	0.017799319	1.36%
12/3/2009	4.169430945	6.29%	5.67%	0.01520609	1.34%
12/2/2009	4.106509807	6.29%	5.67%	0.015425772	1.34%
12/1/2009	4.043649801	9.47%	5.64%	0.023685666	1.33%
11/30/2009	3.948998624	-0.49%	5.59%	-0.001252066	1.31%
11/27/2009	3.953946126	-4.35%	5.59%	-0.010943086	1.31%
11/25/2009	3.997452111	-1.01%	5.61%	-0.002527297	1.32%
11/24/2009	4.007567635	-8.16%	5.61%	-0.020149383	1.32%
11/23/2009	4.089136674	-2.49%	5.55%	-0.006078886	1.30%
11/20/2009	4.114069774	-2.80%	5.54%	-0.006773781	1.30%
11/19/2009	4.142032182	0.98%	5.54%	0.002378011	1.29%
11/18/2009	4.132194086	4.86%	5.55%	0.011819846	1.30%
11/17/2009	4.083639704	5.60%	5.60%	0.013807668	1.31%
11/16/2009	4.027641653	-9.83%	5.55%	-0.024123283	1.29%
11/13/2009	4.125982979	-7.95%	5.43%	-0.019085387	1.26%
11/12/2009	4.205485213	-4.46%	5.38%	-0.010542433	1.25%
11/10/2009	4.250055788	-2.71%	5.36%	-0.006362424	1.24%
11/9/2009	4.277182651	-1.60%	5.37%	-0.003732429	1.24%
11/6/2009	4.293176761	-4.71%	5.53%	-0.010910367	1.28%
11/5/2009	4.340273347	-5.69%	5.51%	-0.013035659	1.27%
11/4/2009	4.397222046	2.38%	5.53%	0.005430376	1.27%
11/3/2009	4.373408196	3.26%	5.67%	0.007473851	1.30%
11/2/2009	4.340843837	5.11%	5.80%	0.011842825	1.33%
10/30/2009	4.289739191	-6.58%	5.76%	-0.015225905	1.32%
10/29/2009	4.355554128	6.23%	5.91%	0.014417183	1.34%
10/28/2009	4.293209803	-8.85%	5.90%	-0.020401223	1.34%
10/27/2009	4.381696079	-7.73%	6.02%	-0.017480629	1.37%
10/26/2009	4.458964263	7.07%	6.22%	0.015983192	1.41%
10/23/2009	4.388262308	3.94%	6.15%	0.009014552	1.40%
10/22/2009	4.348881856	-0.30%	6.15%	-0.000695423	1.39%
10/21/2009	4.351907222	4.68%	6.18%	0.010814419	1.40%
10/20/2009	4.30509744	-3.72%	6.16%	-0.008607794	1.39%
10/19/2009	4.342314782	-1.58%	6.19%	-0.003639203	1.40%
10/16/2009	4.358146137	-4.22%	6.61%	-0.009646153	1.49%
10/15/2009	4.400388893	7.74%	6.62%	0.017751255	1.49%
10/14/2009	4.322965682	10.40%	6.73%	0.024359204	1.51%
10/13/2009	4.218933888	-3.26%	6.62%	-0.007706173	1.49%
10/9/2009	4.251571316	13.00%	6.66%	0.031058164	1.49%
10/8/2009	4.121554804	2.99%	6.47%	0.007282737	1.44%
10/7/2009	4.09164764	-4.95%	6.86%	-0.012019729	1.53%
10/6/2009	4.141124892	0.92%	6.91%	0.002214178	1.54%
10/5/2009	4.13196585	2.57%	6.97%	0.006235685	1.55%
10/2/2009	4.106280377	0.26%	7.07%	0.000637095	1.57%
10/1/2009	4.103665121	-12.10%	7.21%	-0.02906079	1.61%
9/30/2009	4.224670615	1.61%	7.29%	0.00380673	1.62%
9/29/2009	4.208619006	-0.72%	7.30%	-0.001697469	1.62%
9/28/2009	4.215769074	-5.36%	7.30%	-0.012637283	1.62%
9/25/2009	4.269382993	-3.84%	7.28%	-0.008947696	1.62%
9/24/2009	4.307755552	-6.69%	7.28%	-0.015419953	1.62%
9/23/2009	4.374695723	-1.12%	7.26%	-0.002556798	1.61%
9/22/2009	4.385895247	-2.76%	7.26%	-0.006281209	1.61%
9/21/2009	4.413530674	2.63%	7.26%	0.005973497	1.61%
9/18/2009	4.387245049	7.66%	7.57%	0.017620897	1.68%
9/17/2009	4.310614982	-7.69%	7.50%	-0.017679866	1.66%
9/16/2009	4.387503764	-0.48%	7.45%	-0.00110459	1.65%
9/15/2009	4.392352833	3.56%	7.53%	0.008146571	1.66%
9/14/2009	4.356715576	6.73%	7.55%	0.01557324	1.67%
9/11/2009	4.289392973	0.44%	8.59%	0.001031543	1.88%
9/10/2009	4.28497056	-11.49%	8.67%	-0.02645981	1.90%
9/9/2009	4.399863385	-1.48%	8.59%	-0.003367664	1.87%
9/8/2009	4.414705624	-0.90%	8.73%	-0.002032926	1.90%
9/4/2009	4.423689525	6.17%	8.88%	0.014050102	1.93%
9/3/2009	4.361970828	4.73%	8.88%	0.010897527	1.93%
9/2/2009	4.314694201	-8.71%	8.94%	-0.019987827	1.94%
9/1/2009	4.401803223	-2.00%	8.90%	-0.004542263	1.93%
8/31/2009	4.421842847	-6.22%	9.03%	-0.013963118	1.95%
8/28/2009	4.484018636	-0.53%	9.35%	-0.001181163	2.02%
8/27/2009	4.489318122	2.68%	9.69%	0.005990679	2.09%
8/26/2009	4.462504453	-0.43%	9.73%	-0.000957931	2.10%
8/25/2009	4.466781271	-2.29%	9.75%	-0.005116474	2.10%
8/24/2009	4.489694007	-3.21%	10.55%	-0.007131528	2.28%
8/21/2009	4.521826826	7.50%	11.47%	0.01672841	2.49%
8/20/2009	4.446813033	-3.04%	11.60%	-0.006820954	2.52%
8/19/2009	4.47724822	-3.14%	12.50%	-0.006991854	2.74%
8/18/2009	4.508662178	4.25%	12.51%	0.00947201	2.74%
8/17/2009	4.466157706	-2.44%	12.53%	-0.005452693	2.74%
8/14/2009	4.490576806	-3.65%	12.57%	-0.00809238	2.76%
8/13/2009	4.527063692	-10.92%	12.57%	-0.023838977	2.76%
8/12/2009	4.636280901	0.89%	12.48%	0.001916893	2.74%
8/11/2009	4.62740216	-6.67%	12.49%	-0.014319735	2.74%
8/10/2009	4.69414204	-10.82%	12.45%	-0.02278568	2.73%
8/7/2009	4.802329134	9.35%	12.35%	0.019663591	2.71%
8/6/2009	4.708820469	1.71%	12.33%	0.00364152	2.71%
8/5/2009	4.691704387	11.35%	12.33%	0.024494137	2.71%
8/4/2009	4.578181139	5.82%	12.39%	0.012784522	2.73%
8/3/2009	4.520023831	12.34%	12.38%	0.027681653	2.73%
7/31/2009	4.39661802	-14.45%	12.37%	-0.032336835	2.73%
7/30/2009	4.541114418	-0.45%	12.22%	-0.000997141	2.70%
7/29/2009	4.545644808	-4.24%	12.24%	-0.009287776	2.70%
7/28/2009	4.588060406	-5.06%	12.25%	-0.010963686	2.71%
