Pricing Date,FNMA,FNCI,GNMA,GNMAII
20081022,5.37637,-1,-1,-1
20081021,5.3554,-1,-1,-1
20081020,5.50881,-1,-1,-1
20081017,5.82867,-1,-1,-1
20081016,5.84358,-1,-1,-1
20081015,5.90519,-1,-1,-1
20081014,6.01234,-1,-1,-1
20081010,5.84477,-1,-1,-1
20081009,5.66674,-1,-1,-1
20081008,5.45232,-1,-1,-1
20081007,5.26288,-1,-1,-1
20081006,5.21162,-1,-1,-1
20081003,5.4475,-1,-1,-1
20081002,5.45694,-1,-1,-1
20081001,5.49707,-1,-1,-1
20080930,5.5156,-1,-1,-1
20080929,5.36504,-1,-1,-1
20080926,5.45085,-1,-1,-1
20080925,5.4753,-1,-1,-1
20080924,5.46486,-1,-1,-1
20080923,5.46543,-1,-1,-1
20080922,5.43345,-1,-1,-1
20080919,5.29412,-1,-1,-1
20080918,5.24059,-1,-1,-1
20080917,5.21897,-1,-1,-1
20080916,5.19951,-1,-1,-1
20080915,5.01762,-1,-1,-1
20080912,5.3042,-1,-1,-1
20080911,5.20018,-1,-1,-1
20080910,5.20774,-1,-1,-1
20080909,5.14552,-1,-1,-1
20080908,5.11343,-1,-1,-1
20080905,5.64419,-1,-1,-1
20080904,5.60593,-1,-1,-1
20080903,5.70324,-1,-1,-1
20080902,5.76158,-1,-1,-1
20080829,5.79853,-1,-1,-1
20080828,5.76723,-1,-1,-1
20080827,5.8015,-1,-1,-1
20080826,5.83232,-1,-1,-1
20080825,5.87194,-1,-1,-1
20080822,5.93749,-1,-1,-1
20080821,5.9001,-1,-1,-1
20080820,5.80583,-1,-1,-1
20080819,5.95402,-1,-1,-1
20080818,5.95599,-1,-1,-1
20080815,5.96405,-1,-1,-1
20080814,6.03352,-1,-1,-1
20080813,6.05706,-1,-1,-1
20080812,6.02876,-1,-1,-1
20080811,6.08798,-1,-1,-1
20080808,6.00624,-1,-1,-1
20080807,6.05188,-1,-1,-1
20080806,6.12899,-1,-1,-1
20080805,6.04893,-1,-1,-1
20080804,6.01006,-1,-1,-1
20080801,5.94304,-1,-1,-1
20080731,5.9366,-1,-1,-1
20080730,5.98257,-1,-1,-1
20080729,6.02543,-1,-1,-1
20080728,5.97205,-1,-1,-1
20080725,6.09366,-1,-1,-1
20080724,5.96688,-1,-1,-1
20080723,6.12548,-1,-1,-1
20080722,6.15327,-1,-1,-1
20080721,6.11861,-1,-1,-1
20080718,6.13689,-1,-1,-1
20080717,6.03498,-1,-1,-1
20080716,5.84484,-1,-1,-1
20080715,5.69922,-1,-1,-1
20080714,5.7262,-1,-1,-1
20080711,5.78406,-1,-1,-1
20080710,5.7032,-1,-1,-1
20080709,5.71617,-1,-1,-1
20080708,5.81904,-1,-1,-1
20080707,5.951,-1,-1,-1
20080703,5.94638,-1,-1,-1
20080702,5.90336,-1,-1,-1
20080701,5.87926,-1,-1,-1
20080630,5.82023,-1,-1,-1
20080627,5.84366,-1,-1,-1
20080626,5.90352,-1,-1,-1
20080625,5.95788,-1,-1,-1
20080624,5.9575,-1,-1,-1
20080623,5.98819,-1,-1,-1
20080620,5.92151,-1,-1,-1
20080619,5.94374,-1,-1,-1
20080618,5.90615,-1,-1,-1
20080617,6.00955,-1,-1,-1
20080616,6.08137,-1,-1,-1
20080613,6.05793,-1,-1,-1
20080612,6.01778,-1,-1,-1
20080611,5.88874,-1,-1,-1
20080610,5.96254,-1,-1,-1
20080609,5.81817,-1,-1,-1
20080606,5.72572,-1,-1,-1
20080605,5.76712,-1,-1,-1
20080604,5.66156,-1,-1,-1
20080603,5.55953,-1,-1,-1
20080602,5.60869,-1,-1,-1
20080530,5.67041,-1,-1,-1
20080529,5.71441,-1,-1,-1
20080528,5.635,-1,-1,-1
20080527,5.51062,-1,-1,-1
20080523,5.40601,-1,-1,-1
20080522,5.4751,-1,-1,-1
20080521,5.35903,-1,-1,-1
20080520,5.30407,-1,-1,-1
20080519,5.35742,-1,-1,-1
20080516,5.39561,-1,-1,-1
20080515,5.40203,-1,-1,-1
20080514,5.55211,-1,-1,-1
20080513,5.54224,-1,-1,-1
20080512,5.40558,-1,-1,-1
20080509,5.35232,-1,-1,-1
20080508,5.32256,-1,-1,-1
20080507,5.39367,-1,-1,-1
20080506,5.43589,-1,-1,-1
20080505,5.4155,-1,-1,-1
20080502,5.38863,-1,-1,-1
20080501,5.34362,-1,-1,-1
20080430,5.40219,-1,-1,-1
20080429,5.47144,-1,-1,-1
20080428,5.49081,-1,-1,-1
20080425,5.5306,-1,-1,-1
20080424,5.51979,-1,-1,-1
20080423,5.4325,-1,-1,-1
20080422,5.38548,-1,-1,-1
20080421,5.42507,-1,-1,-1
20080418,5.48385,-1,-1,-1
20080417,5.57791,-1,-1,-1
20080416,5.54358,-1,-1,-1
20080415,5.38224,-1,-1,-1
20080414,5.2727,-1,-1,-1
20080411,5.2083,-1,-1,-1
20080410,5.2699,-1,-1,-1
20080409,5.19316,-1,-1,-1
20080408,5.28216,-1,-1,-1
20080407,5.23363,-1,-1,-1
20080404,5.16736,-1,-1,-1
20080403,5.37571,-1,-1,-1
20080402,5.43194,-1,-1,-1
20080401,5.36824,-1,-1,-1
20080331,5.26202,-1,-1,-1
20080328,5.28215,-1,-1,-1
20080327,5.39164,-1,-1,-1
20080326,5.29599,-1,-1,-1
20080325,5.30409,-1,-1,-1
20080324,5.3473,-1,-1,-1
20080320,5.06543,-1,-1,-1
20080319,5.1225,-1,-1,-1
20080318,5.26363,-1,-1,-1
20080317,5.08274,-1,-1,-1
20080314,5.47714,-1,-1,-1
20080313,5.5453,-1,-1,-1
20080312,5.50334,-1,-1,-1
20080311,5.77938,-1,-1,-1
20080310,5.76087,-1,-1,-1
20080307,5.79413,-1,-1,-1
20080306,5.94293,-1,-1,-1
20080305,5.81134,-1,-1,-1
20080304,5.63182,-1,-1,-1
20080303,5.43774,-1,-1,-1
20080229,5.35969,-1,-1,-1
20080228,5.4989,-1,-1,-1
20080227,5.69071,-1,-1,-1
20080226,5.78509,-1,-1,-1
20080225,5.86195,-1,-1,-1
20080222,5.71944,-1,-1,-1
20080221,5.5927,-1,-1,-1
20080220,5.76701,-1,-1,-1
20080219,5.73451,-1,-1,-1
20080215,5.50329,-1,-1,-1
20080214,5.51998,-1,-1,-1
20080213,5.32945,-1,-1,-1
20080212,5.25661,-1,-1,-1
20080211,5.19384,-1,-1,-1
20080208,5.20211,-1,-1,-1
20080207,5.26285,-1,-1,-1
20080206,5.11977,-1,-1,-1
20080205,5.04078,-1,-1,-1
20080204,5.14855,-1,-1,-1
20080201,5.07129,-1,-1,-1
20080131,5.12147,-1,-1,-1
20080130,5.18726,-1,-1,-1
20080129,5.11346,-1,-1,-1
20080128,5.03004,-1,-1,-1
20080125,5.08433,-1,-1,-1
20080124,5.20552,-1,-1,-1
20080123,4.86534,-1,-1,-1
20080122,4.82456,-1,-1,-1
20080118,5.07507,-1,-1,-1
20080117,5.04624,-1,-1,-1
20080116,5.12728,-1,-1,-1
20080115,5.04364,-1,-1,-1
20080114,5.13481,-1,-1,-1
20080111,5.17318,-1,-1,-1
20080110,5.28583,-1,-1,-1
20080109,5.2107,-1,-1,-1
20080108,5.25517,-1,-1,-1
20080107,5.23878,-1,-1,-1
20080104,5.28617,-1,-1,-1
20080103,5.3789,-1,-1,-1
20080102,5.39414,-1,-1,-1
20071231,5.5067,-1,-1,-1
20071228,5.59539,-1,-1,-1
20071227,5.73511,-1,-1,-1
20071226,5.79908,-1,-1,-1
20071224,5.74257,-1,-1,-1
20071221,5.68464,-1,-1,-1
20071220,5.52723,-1,-1,-1
20071219,5.53357,-1,-1,-1
20071218,5.61771,-1,-1,-1
20071217,5.73971,-1,-1,-1
20071214,5.75288,-1,-1,-1
20071213,5.66802,-1,-1,-1
20071212,5.59488,-1,-1,-1
20071211,5.54528,-1,-1,-1
20071210,5.7185,-1,-1,-1
20071207,5.68009,-1,-1,-1
20071206,5.49202,-1,-1,-1
20071205,5.40073,-1,-1,-1
20071204,5.39349,-1,-1,-1
20071203,5.39401,-1,-1,-1
20071130,5.43923,-1,-1,-1
20071129,5.48448,-1,-1,-1
20071128,5.58194,-1,-1,-1
20071127,5.62014,-1,-1,-1
20071126,5.47701,-1,-1,-1
20071123,5.66973,-1,-1,-1
20071121,5.72955,-1,-1,-1
20071120,5.80547,-1,-1,-1
20071119,5.74195,-1,-1,-1
20071116,5.77368,-1,-1,-1
20071115,5.74313,-1,-1,-1
20071114,5.81237,-1,-1,-1
20071113,5.83079,-1,-1,-1
20071109,5.81494,-1,-1,-1
20071108,5.85192,-1,-1,-1
20071107,5.87137,-1,-1,-1
20071106,5.86598,-1,-1,-1
20071105,5.81429,-1,-1,-1
20071102,5.72404,-1,-1,-1
20071101,5.76173,-1,-1,-1
20071031,5.82636,-1,-1,-1
20071030,5.74383,-1,-1,-1
20071029,5.74053,-1,-1,-1
20071026,5.7513,-1,-1,-1
20071025,5.69814,-1,-1,-1
20071024,5.68865,-1,-1,-1
20071023,5.77363,-1,-1,-1
20071022,5.79053,-1,-1,-1
20071019,5.78826,-1,-1,-1
20071018,5.85501,-1,-1,-1
20071017,5.90414,-1,-1,-1
20071016,5.9741,-1,-1,-1
20071015,5.98213,-1,-1,-1
20071012,5.98161,-1,-1,-1
20071011,5.9681,-1,-1,-1
20071010,5.98497,-1,-1,-1
20071009,5.98408,-1,-1,-1
20071005,5.98487,-1,-1,-1
20071004,5.88909,-1,-1,-1
20071003,5.90551,-1,-1,-1
20071002,5.91811,-1,-1,-1
20071001,5.93729,-1,-1,-1
20070928,5.95066,-1,-1,-1
20070927,5.92373,-1,-1,-1
20070926,5.98048,-1,-1,-1
20070925,5.97037,-1,-1,-1
20070924,5.97496,-1,-1,-1
20070921,5.95164,-1,-1,-1
20070920,5.96554,-1,-1,-1
20070919,5.795,-1,-1,-1
20070918,5.79823,-1,-1,-1
20070917,5.894,-1,-1,-1
20070914,5.89106,-1,-1,-1
20070913,5.9126,-1,-1,-1
20070912,5.87022,-1,-1,-1
20070911,5.80365,-1,-1,-1
20070910,5.73113,-1,-1,-1
20070907,5.76133,-1,-1,-1
20070906,5.9335,-1,-1,-1
20070905,5.92707,-1,-1,-1
20070904,6.01567,-1,-1,-1
20070831,5.99344,-1,-1,-1
20070830,5.97114,-1,-1,-1
20070829,5.97927,-1,-1,-1
20070828,5.9438,-1,-1,-1
20070827,5.97041,-1,-1,-1
20070824,5.98703,-1,-1,-1
20070823,6.02021,-1,-1,-1
20070822,6.02985,-1,-1,-1
20070821,6.01298,-1,-1,-1
20070820,6.07633,-1,-1,-1
20070817,6.11128,-1,-1,-1
20070816,6.14169,-1,-1,-1
20070815,6.20664,-1,-1,-1
20070814,6.1677,-1,-1,-1
20070813,6.16927,-1,-1,-1
20070810,6.15063,-1,-1,-1
20070809,6.12613,-1,-1,-1
20070808,6.16603,-1,-1,-1
20070807,6.10728,-1,-1,-1
20070806,6.12133,-1,-1,-1
20070803,6.10397,-1,-1,-1
20070802,6.17056,-1,-1,-1
20070801,6.20234,-1,-1,-1
20070731,6.22355,-1,-1,-1
20070730,6.24717,-1,-1,-1
20070727,6.21896,-1,-1,-1
20070726,6.2137,-1,-1,-1
20070725,6.27441,-1,-1,-1
20070724,6.28258,-1,-1,-1
20070723,6.28112,-1,-1,-1
20070720,6.265,-1,-1,-1
20070719,6.30406,-1,-1,-1
20070718,6.28572,-1,-1,-1
20070717,6.33529,-1,-1,-1
20070716,6.30073,-1,-1,-1
20070713,6.33145,-1,-1,-1
20070712,6.33541,-1,-1,-1
20070711,6.3107,-1,-1,-1
20070710,6.28291,-1,-1,-1
20070709,6.35041,-1,-1,-1
20070706,6.3727,-1,-1,-1
20070705,6.3398,-1,-1,-1
20070703,6.25963,-1,-1,-1
20070702,6.22665,-1,-1,-1
20070629,6.25387,-1,-1,-1
20070628,6.2982,-1,-1,-1
20070627,6.26639,-1,-1,-1
20070626,6.28234,-1,-1,-1
20070625,6.2647,-1,-1,-1
20070622,6.30384,-1,-1,-1
20070621,6.32487,-1,-1,-1
20070620,6.28873,-1,-1,-1
20070619,6.22539,-1,-1,-1
20070618,6.27743,-1,-1,-1
20070615,6.29718,-1,-1,-1
20070614,6.35536,-1,-1,-1
20070613,6.36267,-1,-1,-1
20070612,6.38983,-1,-1,-1
20070611,6.28557,-1,-1,-1
20070608,6.28132,-1,-1,-1
20070607,6.26442,-1,-1,-1
20070606,6.12429,-1,-1,-1
20070605,6.11896,-1,-1,-1
20070604,6.06,-1,-1,-1
20070601,6.07372,-1,-1,-1
20070531,6.00727,-1,-1,-1
20070530,5.99207,-1,-1,-1
20070529,5.99219,-1,-1,-1
20070525,5.96443,-1,-1,-1
20070524,5.98156,-1,-1,-1
20070523,5.97429,-1,-1,-1
20070522,5.94901,-1,-1,-1
20070521,5.91467,-1,-1,-1
20070518,5.92507,-1,-1,-1
20070517,5.8856,-1,-1,-1
20070516,5.84391,-1,-1,-1
20070515,5.84727,-1,-1,-1
20070514,5.83042,-1,-1,-1
20070511,5.80676,-1,-1,-1
20070510,5.78653,-1,-1,-1
20070509,5.79797,-1,-1,-1
20070508,5.76477,-1,-1,-1
20070507,5.76324,-1,-1,-1
20070504,5.77033,-1,-1,-1
20070503,5.80799,-1,-1,-1
20070502,5.77791,-1,-1,-1
20070501,5.78013,-1,-1,-1
20070430,5.769,-1,-1,-1
20070427,5.82011,-1,-1,-1
20070426,5.80346,-1,-1,-1
20070425,5.76223,-1,-1,-1
20070424,5.73675,-1,-1,-1
20070423,5.76361,-1,-1,-1
20070420,5.77947,-1,-1,-1
20070419,5.767,-1,-1,-1
20070418,5.76155,-1,-1,-1
20070417,5.79239,-1,-1,-1
20070416,5.83698,-1,-1,-1
20070413,5.85428,-1,-1,-1
20070412,5.83404,-1,-1,-1
20070411,5.82867,-1,-1,-1
20070410,5.816,-1,-1,-1
20070409,5.83389,-1,-1,-1
20070405,5.76985,-1,-1,-1
20070404,5.75562,-1,-1,-1
20070403,5.76023,-1,-1,-1
20070402,5.75504,-1,-1,-1
20070330,5.76151,-1,-1,-1
20070329,5.74611,-1,-1,-1
20070328,5.73479,-1,-1,-1
20070327,5.72023,-1,-1,-1
20070326,5.69346,-1,-1,-1
20070323,5.70792,-1,-1,-1
20070322,5.67216,-1,-1,-1
20070321,5.61128,-1,-1,-1
20070320,5.65758,-1,-1,-1
20070319,5.68532,-1,-1,-1
20070316,5.67116,-1,-1,-1
20070315,5.66107,-1,-1,-1
20070314,5.64978,-1,-1,-1
20070313,5.62499,-1,-1,-1
20070312,5.6818,-1,-1,-1
20070309,5.70828,-1,-1,-1
20070308,5.63625,-1,-1,-1
20070307,5.64065,-1,-1,-1
20070306,5.68031,-1,-1,-1
20070305,5.69602,-1,-1,-1
20070302,5.6857,-1,-1,-1
20070301,5.70088,-1,-1,-1
20070228,5.69793,-1,-1,-1
20070227,5.666,-1,-1,-1
20070226,5.73856,-1,-1,-1
20070223,5.76857,-1,-1,-1
20070222,5.79825,-1,-1,-1
20070221,5.76648,-1,-1,-1
20070220,5.75967,-1,-1,-1
20070216,5.76704,-1,-1,-1
20070215,5.76575,-1,-1,-1
20070214,5.78171,-1,-1,-1
20070213,5.874,-1,-1,-1
20070212,5.8661,-1,-1,-1
20070209,5.83455,-1,-1,-1
20070208,5.77907,-1,-1,-1
20070207,5.7765,-1,-1,-1
20070206,5.78845,-1,-1,-1
20070205,5.8258,-1,-1,-1
20070202,5.86395,-1,-1,-1
20070201,5.89772,-1,-1,-1
20070131,5.89771,-1,-1,-1
20070130,5.95304,-1,-1,-1
20070129,5.96445,-1,-1,-1
20070126,5.94379,-1,-1,-1
20070125,5.93337,-1,-1,-1
20070124,5.86891,-1,-1,-1
20070123,5.85716,-1,-1,-1
20070122,5.81193,-1,-1,-1
20070119,5.82398,-1,-1,-1
20070118,5.80081,-1,-1,-1
20070117,5.82895,-1,-1,-1
20070116,5.79288,-1,-1,-1
20070112,5.79949,-1,-1,-1
20070111,5.78313,-1,-1,-1
20070110,5.73098,-1,-1,-1
20070109,5.69234,-1,-1,-1
20070108,5.68939,-1,-1,-1
20070105,5.6641,-1,-1,-1
20070104,5.64398,-1,-1,-1
20070103,5.70619,-1,-1,-1
20070102,5.75132,-1,-1,-1
20061229,5.78466,-1,-1,-1
20061228,5.77848,-1,-1,-1
20061227,5.74329,-1,-1,-1
20061226,5.6947,-1,-1,-1
20061222,5.70687,-1,-1,-1
20061221,5.63329,-1,-1,-1
20061220,5.69257,-1,-1,-1
20061219,5.70048,-1,-1,-1
20061218,5.69459,-1,-1,-1
20061215,5.68714,-1,-1,-1
20061214,5.68114,-1,-1,-1
20061213,5.65971,-1,-1,-1
20061212,5.57128,-1,-1,-1
20061211,5.63028,-1,-1,-1
20061208,5.66464,-1,-1,-1
20061207,5.59388,-1,-1,-1
20061206,5.56671,-1,-1,-1
20061205,5.50829,-1,-1,-1
20061204,5.50335,-1,-1,-1
20061201,5.51164,-1,-1,-1
20061130,5.57153,-1,-1,-1
20061129,5.65536,-1,-1,-1
20061128,5.65634,-1,-1,-1
20061127,5.68837,-1,-1,-1
20061124,5.70001,-1,-1,-1
20061122,5.70866,-1,-1,-1
20061121,5.71028,-1,-1,-1
20061120,5.71107,-1,-1,-1
20061117,5.72502,-1,-1,-1
20061116,5.79681,-1,-1,-1
20061115,5.77565,-1,-1,-1
20061114,5.74146,-1,-1,-1
20061113,5.77515,-1,-1,-1
20061110,5.74642,-1,-1,-1
20061109,5.78174,-1,-1,-1
20061108,5.79337,-1,-1,-1
20061107,5.82192,-1,-1,-1
20061106,5.87026,-1,-1,-1
20061103,5.88299,-1,-1,-1
20061102,5.78378,-1,-1,-1
20061101,5.75928,-1,-1,-1
20061031,5.80171,-1,-1,-1
20061030,5.8671,-1,-1,-1
20061027,5.86557,-1,-1,-1
20061026,5.89961,-1,-1,-1
20061025,5.95115,-1,-1,-1
20061024,5.9672,-1,-1,-1
20061023,5.96406,-1,-1,-1
20061020,5.95696,-1,-1,-1
20061019,5.96276,-1,-1,-1
20061018,5.93335,-1,-1,-1
20061017,5.94472,-1,-1,-1
20061016,5.95948,-1,-1,-1
20061013,5.98671,-1,-1,-1
20061012,5.97705,-1,-1,-1
20061011,5.96583,-1,-1,-1
20061010,5.95749,-1,-1,-1
20061006,5.90327,-1,-1,-1
20061005,5.81752,-1,-1,-1
20061004,5.77873,-1,-1,-1
20061003,5.83864,-1,-1,-1
20061002,5.84966,-1,-1,-1
20060929,5.86441,-1,-1,-1
20060928,5.84481,-1,-1,-1
20060927,5.82374,-1,-1,-1
20060926,5.81463,-1,-1,-1
20060925,5.78502,-1,-1,-1
20060922,5.82063,-1,-1,-1
20060921,5.85597,-1,-1,-1
20060920,5.93042,-1,-1,-1
20060919,5.93924,-1,-1,-1
20060918,5.97548,-1,-1,-1
20060915,5.95972,-1,-1,-1
20060914,5.97232,-1,-1,-1
20060913,5.94056,-1,-1,-1
20060912,5.94017,-1,-1,-1
20060911,5.95898,-1,-1,-1
20060908,5.93338,-1,-1,-1
20060907,5.95526,-1,-1,-1
20060906,5.96864,-1,-1,-1
20060905,5.96084,-1,-1,-1
20060901,5.92844,-1,-1,-1
20060831,5.94217,-1,-1,-1
20060830,5.97019,-1,-1,-1
20060829,5.95256,-1,-1,-1
20060828,5.96424,-1,-1,-1
20060825,5.98067,-1,-1,-1
20060824,5.96254,-1,-1,-1
20060823,5.96807,-1,-1,-1
20060822,5.96177,-1,-1,-1
20060821,5.97864,-1,-1,-1
20060818,5.95802,-1,-1,-1
20060817,5.98775,-1,-1,-1
20060816,5.96852,-1,-1,-1
20060815,6.05662,-1,-1,-1
20060814,6.15487,-1,-1,-1
20060811,6.1083,-1,-1,-1
20060810,6.06588,-1,-1,-1
20060809,6.06042,-1,-1,-1
20060808,6.06446,-1,-1,-1
20060807,6.09028,-1,-1,-1
20060804,6.052,-1,-1,-1
20060803,6.14072,-1,-1,-1
20060802,6.1257,-1,-1,-1
20060801,6.14776,-1,-1,-1
20060731,6.157,-1,-1,-1
20060728,6.16396,-1,-1,-1
20060727,6.23661,-1,-1,-1
20060726,6.24659,-1,-1,-1
20060725,6.28745,-1,-1,-1
20060724,6.26827,-1,-1,-1
20060721,6.26926,-1,-1,-1
20060720,6.26198,-1,-1,-1
20060719,6.30891,-1,-1,-1
20060718,6.38524,-1,-1,-1
20060717,6.33844,-1,-1,-1
20060714,6.33093,-1,-1,-1
20060713,6.33821,-1,-1,-1
20060712,6.35306,-1,-1,-1
20060711,6.35726,-1,-1,-1
20060710,6.37626,-1,-1,-1
20060707,6.37728,-1,-1,-1
20060706,6.42768,-1,-1,-1
20060705,6.46164,-1,-1,-1
20060703,6.3934,-1,-1,-1
20060630,6.37105,-1,-1,-1
20060629,6.41651,-1,-1,-1
20060628,6.46466,-1,-1,-1
20060627,6.44877,-1,-1,-1
20060626,6.48238,-1,-1,-1
20060623,6.45996,-1,-1,-1
20060622,6.41959,-1,-1,-1
20060621,6.37557,-1,-1,-1
20060620,6.36772,-1,-1,-1
20060619,6.34836,-1,-1,-1
20060616,6.33511,-1,-1,-1
20060615,6.31432,-1,-1,-1
20060614,6.27295,-1,-1,-1
20060613,6.18622,-1,-1,-1
20060612,6.20035,-1,-1,-1
20060609,6.17939,-1,-1,-1
20060608,6.18785,-1,-1,-1
20060607,6.21197,-1,-1,-1
20060606,6.18614,-1,-1,-1
20060605,6.19509,-1,-1,-1
20060602,6.16329,-1,-1,-1
20060601,6.28186,-1,-1,-1
20060531,6.28572,-1,-1,-1
20060530,6.25047,-1,-1,-1
20060526,6.21195,-1,-1,-1
20060525,6.23265,-1,-1,-1
20060524,6.21225,-1,-1,-1
20060523,6.22234,-1,-1,-1
20060522,6.20311,-1,-1,-1
20060519,6.19903,-1,-1,-1
20060518,6.18733,-1,-1,-1
20060517,6.24194,-1,-1,-1
20060516,6.19369,-1,-1,-1
20060515,6.24133,-1,-1,-1
20060512,6.26368,-1,-1,-1
20060511,6.22021,-1,-1,-1
20060510,6.19707,-1,-1,-1
20060509,6.18872,-1,-1,-1
20060508,6.18394,-1,-1,-1
20060505,6.1718,-1,-1,-1
20060504,6.21857,-1,-1,-1
20060503,6.21175,-1,-1,-1
20060502,6.17078,-1,-1,-1
20060501,6.16765,-1,-1,-1
20060428,6.10033,-1,-1,-1
20060427,6.13335,-1,-1,-1
20060426,6.17592,-1,-1,-1
20060425,6.14044,-1,-1,-1
20060424,6.06864,-1,-1,-1
20060421,6.08935,-1,-1,-1
20060420,6.11105,-1,-1,-1
20060419,6.09526,-1,-1,-1
20060418,6.06145,-1,-1,-1
20060417,6.11546,-1,-1,-1
20060413,6.14222,-1,-1,-1
20060412,6.09232,-1,-1,-1
20060411,6.06233,-1,-1,-1
20060410,6.09392,-1,-1,-1
20060407,6.08549,-1,-1,-1
20060406,6.01797,-1,-1,-1
20060405,5.99685,-1,-1,-1
20060404,6.02555,-1,-1,-1
20060403,6.03045,-1,-1,-1
20060331,6.00641,-1,-1,-1
20060330,6.00824,-1,-1,-1
20060329,5.9759,-1,-1,-1
20060328,5.94486,-1,-1,-1
20060327,5.87878,-1,-1,-1
20060324,5.86241,-1,-1,-1
20060323,5.92181,-1,-1,-1
20060322,5.89887,-1,-1,-1
20060321,5.908,-1,-1,-1
20060320,5.84727,-1,-1,-1
20060317,5.85862,-1,-1,-1
20060316,5.83067,-1,-1,-1
20060315,5.90812,-1,-1,-1
20060314,5.87236,-1,-1,-1
20060313,5.95766,-1,-1,-1
20060310,5.93554,-1,-1,-1
20060309,5.9135,-1,-1,-1
20060308,5.94583,-1,-1,-1
20060307,5.95092,-1,-1,-1
20060306,5.94346,-1,-1,-1
20060303,5.88613,-1,-1,-1
20060302,5.85392,-1,-1,-1
20060301,5.80004,-1,-1,-1
20060228,5.73453,-1,-1,-1
20060227,5.77249,-1,-1,-1
20060224,5.76417,-1,-1,-1
20060223,5.79537,-1,-1,-1
20060222,5.77416,-1,-1,-1
20060221,5.80752,-1,-1,-1
20060217,5.78083,-1,-1,-1
20060216,5.84815,-1,-1,-1
20060215,5.86838,-1,-1,-1
20060214,5.87946,-1,-1,-1
20060213,5.84977,-1,-1,-1
20060210,5.8435,-1,-1,-1
20060209,5.81487,-1,-1,-1
20060208,5.82338,-1,-1,-1
20060207,5.80179,-1,-1,-1
20060206,5.80186,-1,-1,-1
20060203,5.79888,-1,-1,-1
20060202,5.80672,-1,-1,-1
20060201,5.80873,-1,-1,-1
20060131,5.76373,-1,-1,-1
20060130,5.75539,-1,-1,-1
20060127,5.73348,-1,-1,-1
20060126,5.75541,-1,-1,-1
20060125,5.7074,-1,-1,-1
20060124,5.61489,-1,-1,-1
20060123,5.58096,-1,-1,-1
20060120,5.58423,-1,-1,-1
20060119,5.62211,-1,-1,-1
20060118,5.58661,-1,-1,-1
20060117,5.57624,-1,-1,-1
20060113,5.5807,-1,-1,-1
20060112,5.64441,-1,-1,-1
20060111,5.707,-1,-1,-1
20060110,5.68246,-1,-1,-1
20060109,5.62104,-1,-1,-1
20060106,5.63322,-1,-1,-1
20060105,5.63968,-1,-1,-1
20060104,5.65324,-1,-1,-1
20060103,5.70253,-1,-1,-1
