asOfDate,2yrSwap,10yrSwap
11/5/2009,1.218439,3.694683
11/6/2009,1.174673,3.661515
11/9/2009,1.17459,3.630825
11/10/2009,1.156358,3.617692
11/12/2009,1.119288,3.552717
11/13/2009,1.133148,3.541334
11/16/2009,1.058892,3.420349
11/17/2009,1.052447,3.402424
11/18/2009,1.045632,3.455492
11/19/2009,1.021706,3.454774
11/20/2009,1.034071,3.469779
11/23/2009,1.04762,3.469643
11/24/2009,1.013099,3.421512
11/25/2009,1.034222,3.364738
11/27/2009,1.014604,3.297593
11/30/2009,0.996613,3.295028
12/1/2009,1.011684,3.379016
12/2/2009,1.065716,3.428215
12/3/2009,1.078154,3.497314
12/4/2009,1.214768,3.621168
12/7/2009,1.148298,3.593641
12/8/2009,1.090387,3.521943
12/9/2009,1.079161,3.543724
12/10/2009,1.101029,3.593298
12/11/2009,1.14433,3.652912
12/14/2009,1.187104,3.675092
12/15/2009,1.227798,3.745912
12/16/2009,1.197633,3.73355
12/17/2009,1.096448,3.623472
12/18/2009,1.117513,3.67056
12/21/2009,1.204673,3.832674
12/22/2009,1.252907,3.906843
12/23/2009,1.266601,3.897799
12/24/2009,1.318976,3.940559
12/28/2009,1.380711,3.999354
12/29/2009,1.385607,3.964316
12/30/2009,1.360609,3.914475
12/31/2009,1.409785,3.963964
1/4/2010,1.35003,3.950697
1/5/2010,1.282968,3.847633
1/6/2010,1.260403,3.902569
1/7/2010,1.279658,3.928588
1/8/2010,1.22073,3.90544
1/11/2010,1.198059,3.91324
1/12/2010,1.167005,3.814307
1/13/2010,1.208416,3.883566
1/14/2010,1.16393,3.824395
1/15/2010,1.126805,3.772931
1/19/2010,1.155485,3.808284
1/20/2010,1.147628,3.757722
1/21/2010,1.118965,3.711175
1/22/2010,1.100132,3.713958
1/25/2010,1.106699,3.742572
1/26/2010,1.105181,3.74372
1/27/2010,1.157775,3.765497
1/28/2010,1.134286,3.77201
1/29/2010,1.107502,3.727263
2/1/2010,1.135169,3.774011
2/2/2010,1.128303,3.756553
2/3/2010,1.15352,3.810696
2/4/2010,1.101324,3.711799
2/5/2010,1.046009,3.643078
2/8/2010,1.085982,3.688159
2/9/2010,1.11201,3.732538
2/10/2010,1.163877,3.789163
2/11/2010,1.154758,3.823062
2/12/2010,1.111656,3.782335
2/16/2010,1.087202,3.759642
2/17/2010,1.124663,3.837221
2/18/2010,1.146679,3.887266
2/19/2010,1.200136,3.883704
2/22/2010,1.165086,3.891744
2/23/2010,1.112139,3.78339
2/24/2010,1.091282,3.777873
2/25/2010,1.049286,3.714575
2/26/2010,1.038293,3.664264
3/1/2010,1.04076,3.677163
3/2/2010,1.023099,3.672192
3/3/2010,1.030401,3.662242
3/4/2010,1.067009,3.631388
3/5/2010,1.102122,3.716537
3/8/2010,1.111368,3.749784
3/9/2010,1.090415,3.738529
3/10/2010,1.111892,3.743187
3/11/2010,1.14011,3.747887
3/12/2010,1.156608,3.748816
3/15/2010,1.130264,3.73799
3/16/2010,1.086793,3.691372
3/17/2010,1.087844,3.672693
3/18/2010,1.122472,3.702176
3/19/2010,1.176926,3.724741
3/22/2010,1.153002,3.688382
3/23/2010,1.13364,3.649879
3/24/2010,1.193297,3.74219
3/25/2010,1.205953,3.818895
3/26/2010,1.183165,3.783357
3/29/2010,1.193703,3.813449
3/30/2010,1.200829,3.818929
3/31/2010,1.163219,3.799814
4/1/2010,1.182143,3.851203
4/5/2010,1.319465,4.021955
4/6/2010,1.265912,3.952677
4/7/2010,1.187832,3.841206
4/8/2010,1.186798,3.863765
4/9/2010,1.194655,3.864088
4/12/2010,1.174661,3.804109
4/13/2010,1.170631,3.754806
4/14/2010,1.180143,3.81153
4/15/2010,1.159513,3.805431
4/16/2010,1.090067,3.731669
4/19/2010,1.124242,3.786838
4/20/2010,1.153572,3.782775
4/21/2010,1.153095,3.719309
4/22/2010,1.191256,3.762721
4/23/2010,1.243602,3.808318
4/26/2010,1.252943,3.819303
4/27/2010,1.193568,3.700525
4/28/2010,1.208641,3.765886
4/29/2010,1.169733,3.702332
4/30/2010,1.179585,3.651217
5/3/2010,1.243716,3.710879
5/4/2010,1.23605,3.624644
5/5/2010,1.179642,3.557652
5/6/2010,1.16585,3.449695
5/7/2010,1.164109,3.472227
5/10/2010,1.127125,3.5774
5/11/2010,1.137726,3.580522
5/12/2010,1.124986,3.600988
5/13/2010,1.137282,3.594946
5/14/2010,1.123625,3.482895
5/17/2010,1.127271,3.502788
5/18/2010,1.117325,3.433988
5/19/2010,1.123837,3.411855
5/20/2010,1.112998,3.309386
5/21/2010,1.148302,3.232387
5/24/2010,1.229387,3.283443
5/25/2010,1.269022,3.246332
5/26/2010,1.288245,3.300297
5/27/2010,1.272751,3.420704
5/28/2010,1.222404,3.375825
6/1/2010,1.231966,3.385805
6/2/2010,1.243628,3.421898
6/3/2010,1.247126,3.466412
6/4/2010,1.18654,3.298269
6/7/2010,1.1813,3.285887
6/8/2010,1.159257,3.274465
6/9/2010,1.115767,3.282582
6/10/2010,1.144521,3.402034
6/11/2010,1.103093,3.310732
6/14/2010,1.115738,3.354929
6/15/2010,1.112182,3.377315
6/16/2010,1.089256,3.344517
6/17/2010,1.054834,3.243831
6/18/2010,1.045109,3.26975
6/21/2010,1.03013,3.263059
6/22/2010,1.020484,3.209092
6/23/2010,1.013271,3.167403
6/24/2010,1.048491,3.184713
6/25/2010,1.016733,3.17713
6/28/2010,0.975759,3.08807
6/29/2010,0.959006,3.019297
6/30/2010,0.970319,3.012594
7/1/2010,0.969203,2.997332
7/2/2010,0.985196,3.055427
7/6/2010,0.959885,3.008056
7/7/2010,0.934119,3.027127
7/8/2010,0.918608,3.05694
7/9/2010,0.932527,3.1049
7/12/2010,0.940658,3.103117
7/13/2010,0.940261,3.146556
7/14/2010,0.892343,3.084157
7/15/2010,0.864079,2.989854
7/16/2010,0.8314,2.958258
7/19/2010,0.827661,2.988737
7/20/2010,0.795124,2.954662
7/21/2010,0.787463,2.895131
7/22/2010,0.772137,2.929047
7/23/2010,0.814347,3.003719
7/26/2010,0.815668,3.002091
7/27/2010,0.838888,3.034353
7/28/2010,0.779257,2.97547
7/29/2010,0.761203,2.961209
7/30/2010,0.719331,2.886252
8/2/2010,0.724561,2.924154
8/3/2010,0.691826,2.871254
8/4/2010,0.731231,2.914631
8/5/2010,0.704611,2.894899
8/6/2010,0.697505,2.835509
8/9/2010,0.732825,2.805922
8/10/2010,0.700662,2.765711
8/11/2010,0.667764,2.685166
8/12/2010,0.716783,2.726412
8/13/2010,0.718152,2.660842
8/16/2010,0.687013,2.569006
8/17/2010,0.684539,2.635018
8/18/2010,0.672368,2.652158
8/19/2010,0.657828,2.587121
8/20/2010,0.662843,2.627296
8/23/2010,0.646661,2.614789
8/24/2010,0.645077,2.515956
8/25/2010,0.695503,2.550477
8/26/2010,0.672562,2.503924
8/27/2010,0.710609,2.6768
8/30/2010,0.655248,2.553465
8/31/2010,0.653203,2.480478
9/1/2010,0.672921,2.580178
9/2/2010,0.68387,2.620075
9/3/2010,0.687052,2.679912
9/7/2010,0.670926,2.561969
9/8/2010,0.705986,2.616865
9/9/2010,0.752864,2.734793
9/10/2010,0.764773,2.774929
9/13/2010,0.716033,2.725584
9/14/2010,0.669659,2.639499
9/15/2010,0.670649,2.708106
9/16/2010,0.668195,2.763621
9/17/2010,0.675004,2.7569
9/20/2010,0.665908,2.718343
9/21/2010,0.600819,2.610366
9/22/2010,0.608379,2.584072
9/23/2010,0.603872,2.589541
9/24/2010,0.620954,2.640411
9/27/2010,0.605879,2.547149
9/28/2010,0.587362,2.479072
9/29/2010,0.592409,2.539142
9/30/2010,0.592928,2.564691
10/1/2010,0.609589,2.589743
10/4/2010,0.589077,2.548874
10/5/2010,0.575105,2.567927
10/6/2010,0.553355,2.50085
10/7/2010,0.529527,2.487606
10/8/2010,0.506807,2.48092
10/12/2010,0.521893,2.504975
10/13/2010,0.510367,2.5046
10/14/2010,0.539814,2.577789
10/15/2010,0.538198,2.638139
10/18/2010,0.543738,2.556702
10/19/2010,0.533364,2.531284
10/20/2010,0.5063,2.519535
10/21/2010,0.516844,2.586972
10/22/2010,0.523793,2.626063
10/25/2010,0.516493,2.625767
10/26/2010,0.551357,2.7177
10/27/2010,0.56858,2.794922
10/28/2010,0.510418,2.735166
10/29/2010,0.497908,2.689615
11/1/2010,0.497641,2.710821
11/2/2010,0.504723,2.693846
11/3/2010,0.48752,2.718467
11/4/2010,0.469079,2.620543
11/5/2010,0.524904,2.660181
11/8/2010,0.581188,2.696794
11/9/2010,0.642099,2.825728
11/10/2010,0.646011,2.808688
11/12/2010,0.71121,2.893153
11/15/2010,0.719124,3.041166
11/16/2010,0.699981,2.997279
11/17/2010,0.665174,3.023657
11/18/2010,0.673508,3.040975
11/19/2010,0.675432,3.026602
11/22/2010,0.645546,2.957637
11/23/2010,0.622908,2.895243
11/24/2010,0.739922,3.048265
11/26/2010,0.768895,3.010242
11/29/2010,0.760983,2.969164
11/30/2010,0.743401,2.952998
12/1/2010,0.783377,3.116856
12/2/2010,0.785261,3.16512
12/3/2010,0.701975,3.16759
12/6/2010,0.644332,3.09132
12/7/2010,0.751676,3.311679
12/8/2010,0.82135,3.36607
12/9/2010,0.808176,3.307581
12/10/2010,0.844568,3.397449
12/13/2010,0.809419,3.380049
12/14/2010,0.85565,3.558594
12/15/2010,0.914848,3.638898
12/16/2010,0.884758,3.603144
12/17/2010,0.82287,3.412685
12/20/2010,0.81912,3.429113
12/21/2010,0.813305,3.403772
12/22/2010,0.849474,3.429501
12/23/2010,0.890954,3.469749
12/27/2010,0.892002,3.418173
12/28/2010,0.930888,3.548147
12/29/2010,0.824471,3.41076
12/30/2010,0.829305,3.441063
12/31/2010,0.783841,3.368369
1/3/2011,0.790783,3.410952
1/4/2011,0.821771,3.405335
1/5/2011,0.930307,3.562003
1/6/2011,0.921988,3.487448
1/7/2011,0.846926,3.399398
1/10/2011,0.825561,3.376457
1/11/2011,0.831902,3.408071
1/12/2011,0.819947,3.419325
1/13/2011,0.794751,3.358764
1/14/2011,0.803143,3.394292
1/18/2011,0.807318,3.428792
1/19/2011,0.788374,3.401129
1/20/2011,0.851417,3.519945
1/21/2011,0.838793,3.477729
1/24/2011,0.837984,3.482263
1/25/2011,0.801424,3.402729
1/26/2011,0.82051,3.509844
1/27/2011,0.782965,3.464136
1/28/2011,0.764776,3.41768
1/31/2011,0.78964,3.475756
2/1/2011,0.828164,3.539942
2/2/2011,0.87194,3.594503
2/3/2011,0.898834,3.649381
2/4/2011,0.947393,3.745478
2/7/2011,0.957951,3.752548
2/8/2011,1.027612,3.824583
2/9/2011,0.976078,3.754499
2/10/2011,1.026038,3.814911
2/11/2011,1.031763,3.756193
2/14/2011,1.036012,3.720758
2/15/2011,1.025542,3.712647
2/16/2011,1.03389,3.720083
2/17/2011,0.965354,3.666269
2/18/2011,0.948548,3.681284
2/22/2011,0.919123,3.576345
2/23/2011,0.916972,3.596072
2/24/2011,0.901235,3.55047
2/25/2011,0.893207,3.538676
2/28/2011,0.872088,3.525404
3/1/2011,0.850567,3.526647
3/2/2011,0.875589,3.585223
3/3/2011,0.968478,3.698052
3/4/2011,0.876435,3.605635
3/7/2011,0.885922,3.603438
3/8/2011,0.905195,3.641884
3/9/2011,0.871618,3.567356
3/10/2011,0.837294,3.497028
3/11/2011,0.814234,3.502735
3/14/2011,0.781405,3.460794
3/15/2011,0.793177,3.434221
3/16/2011,0.753991,3.318724
3/17/2011,0.779595,3.35342
3/18/2011,0.779268,3.368897
3/21/2011,0.824329,3.424948
3/22/2011,0.839858,3.440133
3/23/2011,0.84759,3.456802
3/24/2011,0.872117,3.50948
3/25/2011,0.926848,3.547885
3/28/2011,0.965227,3.554419
3/29/2011,0.994346,3.595826
3/30/2011,0.966762,3.55194
3/31/2011,0.945027,3.549433
4/1/2011,0.972323,3.543118
4/4/2011,0.937503,3.52723
4/5/2011,0.986613,3.58918
4/6/2011,1.000764,3.64427
4/7/2011,0.959336,3.645416
4/8/2011,0.970156,3.660011
4/11/2011,0.983029,3.661212
4/12/2011,0.915263,3.585792
4/13/2011,0.887709,3.543469
4/14/2011,0.916455,3.572015
4/15/2011,0.848586,3.489332
4/18/2011,0.810722,3.432549
4/19/2011,0.80702,3.42508
4/20/2011,0.82134,3.470797
4/21/2011,0.819789,3.46879
4/25/2011,0.807929,3.437092
4/26/2011,0.787272,3.389365
4/27/2011,0.798368,3.431072
4/28/2011,0.762593,3.372653
4/29/2011,0.765565,3.360943
5/2/2011,0.765151,3.354474
5/3/2011,0.766123,3.330699
5/4/2011,0.753203,3.295736
5/5/2011,0.745587,3.246809
5/6/2011,0.730048,3.240895
5/9/2011,0.714169,3.22317
5/10/2011,0.746132,3.278827
5/11/2011,0.720468,3.244601
5/12/2011,0.727056,3.293599
5/13/2011,0.724225,3.254774
5/16/2011,0.703453,3.22191
5/17/2011,0.703898,3.18769
5/18/2011,0.740932,3.249682
5/19/2011,0.709598,3.253823
5/20/2011,0.701632,3.236471
5/23/2011,0.71549,3.223345
5/24/2011,0.711771,3.211071
5/25/2011,0.705512,3.214789
5/26/2011,0.667246,3.140613
5/27/2011,0.657369,3.156308
5/31/2011,0.648869,3.14632
6/1/2011,0.625469,3.077023
6/2/2011,0.643467,3.138877
6/3/2011,0.620671,3.111469
6/6/2011,0.613927,3.124457
6/7/2011,0.605652,3.132845
6/8/2011,0.577392,3.074451
6/9/2011,0.601737,3.09703
6/10/2011,0.586315,3.071941
6/13/2011,0.592594,3.097003
6/14/2011,0.634645,3.200524
6/15/2011,0.621025,3.098695
6/16/2011,0.646766,3.056703
6/17/2011,0.635181,3.082266
6/20/2011,0.638784,3.102179
6/21/2011,0.634928,3.123443
6/22/2011,0.624568,3.109592
6/23/2011,0.611906,3.031684
6/24/2011,0.62701,3.00451
6/27/2011,0.657,3.057016
6/28/2011,0.713797,3.160184
6/29/2011,0.698405,3.218421
6/30/2011,0.681668,3.25702
7/1/2011,0.71301,3.308073
7/5/2011,0.677009,3.253194
7/6/2011,0.667782,3.226949
7/7/2011,0.704899,3.277378
7/8/2011,0.624722,3.149817
7/11/2011,0.637052,3.074014
7/12/2011,0.646747,3.061765
7/13/2011,0.630596,3.036204
7/14/2011,0.621216,3.073129
7/15/2011,0.643088,3.03952
7/18/2011,0.640174,3.021461
7/19/2011,0.650152,3.026893
7/20/2011,0.640493,3.061955
7/21/2011,0.647193,3.124935
7/22/2011,0.612145,3.055769
7/25/2011,0.626138,3.088766
7/26/2011,0.613629,3.040597
7/27/2011,0.641305,3.069271
7/28/2011,0.628327,3.053928
7/29/2011,0.584918,2.915124
8/1/2011,0.570198,2.858896
8/2/2011,0.568121,2.742813
8/3/2011,0.563761,2.713757
8/4/2011,0.514812,2.598524
8/5/2011,0.532455,2.720037
8/8/2011,0.535186,2.557195
8/9/2011,0.425484,2.381466
8/10/2011,0.417501,2.339653
8/11/2011,0.419067,2.478198
8/12/2011,0.436512,2.399485
8/15/2011,0.439881,2.423656
8/16/2011,0.437288,2.343157
8/17/2011,0.439187,2.275933
8/18/2011,0.456078,2.197065
8/19/2011,0.475086,2.202055
8/22/2011,0.516856,2.241493
8/23/2011,0.541177,2.289388
8/24/2011,0.517484,2.409863
8/25/2011,0.507509,2.404533
8/26/2011,0.492669,2.351485
8/29/2011,0.506774,2.429402
8/30/2011,0.494359,2.355747
8/31/2011,0.488398,2.399031
9/1/2011,0.487326,2.325738
9/2/2011,0.508871,2.192205
9/6/2011,0.515194,2.188178
9/7/2011,0.519876,2.229285
9/8/2011,0.497386,2.171002
9/9/2011,0.514787,2.13066
9/12/2011,0.533957,2.145483
9/13/2011,0.534825,2.200793
9/14/2011,0.536659,2.214066
9/15/2011,0.508625,2.262378
9/16/2011,0.497085,2.260286
9/19/2011,0.472752,2.141935
9/20/2011,0.462493,2.147145
9/21/2011,0.49144,2.084038
9/22/2011,0.515078,1.899672
9/23/2011,0.515613,1.982187
9/26/2011,0.51302,2.084522
9/27/2011,0.532673,2.18623
9/28/2011,0.552289,2.173311
9/29/2011,0.556648,2.130181
9/30/2011,0.572541,2.104867
10/3/2011,0.595011,1.995215
10/4/2011,0.638402,2.023446
10/5/2011,0.633577,2.131747
10/6/2011,0.642885,2.191123
10/7/2011,0.677349,2.263009
10/11/2011,0.685537,2.345331
10/12/2011,0.650165,2.380128
10/13/2011,0.656032,2.339578
10/14/2011,0.648967,2.41281
10/17/2011,0.649484,2.34753
10/18/2011,0.640028,2.348234
10/19/2011,0.635955,2.346809
10/20/2011,0.630814,2.365202
10/21/2011,0.646684,2.396133
10/24/2011,0.642328,2.42778
10/25/2011,0.621065,2.316652
10/26/2011,0.648597,2.38539
10/27/2011,0.637529,2.547779
10/28/2011,0.582339,2.440968
10/31/2011,0.562019,2.323148
11/1/2011,0.575352,2.167812
11/2/2011,0.563446,2.17226
11/3/2011,0.570199,2.225685
11/4/2011,0.571344,2.203273
11/7/2011,0.589264,2.156591
11/8/2011,0.60006,2.223524
11/9/2011,0.641599,2.150064
11/10/2011,0.673367,2.221865
11/14/2011,0.703684,2.233568
11/15/2011,0.70423,2.247476
11/16/2011,0.743288,2.219233
11/17/2011,0.792059,2.150963
11/18/2011,0.771889,2.172105
11/21/2011,0.800692,2.148859
11/22/2011,0.774246,2.121887
11/23/2011,0.801951,2.083334
11/25/2011,0.810005,2.146128
11/28/2011,0.800351,2.151468
11/29/2011,0.77271,2.170055
11/30/2011,0.659695,2.202945
12/1/2011,0.674262,2.270685
12/2/2011,0.699042,2.21705
12/5/2011,0.686634,2.197604
12/6/2011,0.686036,2.226143
12/7/2011,0.655269,2.144395
12/8/2011,0.63711,2.099653
12/9/2011,0.641305,2.169854
12/12/2011,0.669411,2.150709
12/13/2011,0.685581,2.10525
12/14/2011,0.721279,2.04544
12/15/2011,0.715616,2.070704
12/16/2011,0.720063,2.02374
12/19/2011,0.734772,2.001756
12/20/2011,0.735364,2.096288
12/21/2011,0.738456,2.124525
12/22/2011,0.753992,2.107654
12/23/2011,0.773286,2.191973
12/27/2011,0.779671,2.171166
12/28/2011,0.778998,2.06735
12/29/2011,0.758133,2.055483
12/30/2011,0.724151,2.036479
1/3/2012,0.738282,2.110677
1/4/2012,0.725513,2.128085
1/5/2012,0.715878,2.121191
1/6/2012,0.678341,2.094886
1/9/2012,0.642736,2.0913
1/10/2012,0.637465,2.109581
1/11/2012,0.609118,2.0483
1/12/2012,0.580332,2.064053
1/13/2012,0.571948,2.000039
1/17/2012,0.557666,1.983326
1/18/2012,0.580304,2.030157
1/19/2012,0.579943,2.095046
1/20/2012,0.592287,2.1558
1/23/2012,0.579462,2.185449
1/24/2012,0.582914,2.167679
1/25/2012,0.560758,2.110387
1/26/2012,0.529491,2.034065
1/27/2012,0.534574,2.012364
1/30/2012,0.541076,1.959645
1/31/2012,0.51659,1.911542
2/1/2012,0.501235,1.939796
2/2/2012,0.48642,1.927897
2/3/2012,0.507671,2.057029
2/6/2012,0.514413,2.00897
2/7/2012,0.542529,2.076421
2/8/2012,0.536051,2.089492
2/9/2012,0.533152,2.122302
2/10/2012,0.54395,2.046386
2/13/2012,0.569374,2.070696
2/14/2012,0.571119,2.004388
2/15/2012,0.558461,2.006119
2/16/2012,0.583831,2.063799
2/17/2012,0.581223,2.081736
2/21/2012,0.595098,2.134746
2/22/2012,0.589849,2.090209
2/23/2012,0.598775,2.077405
2/24/2012,0.617264,2.078851
2/27/2012,0.591143,2.023129
2/28/2012,0.571122,2.025057
2/29/2012,0.560412,2.065167
3/1/2012,0.553877,2.117532
3/2/2012,0.526496,2.068239
3/5/2012,0.559189,2.081997
3/6/2012,0.554638,2.029732
3/7/2012,0.553006,2.053173
3/8/2012,0.556388,2.094177
3/9/2012,0.575171,2.114734
3/12/2012,0.575122,2.099936
3/13/2012,0.606115,2.177142
3/14/2012,0.649358,2.326678
3/15/2012,0.630928,2.34011
3/16/2012,0.613832,2.353497
3/19/2012,0.632212,2.450264
3/20/2012,0.660798,2.454938
3/21/2012,0.640509,2.367511
3/22/2012,0.631607,2.344967
3/23/2012,0.61073,2.308003
3/26/2012,0.59725,2.316739
3/27/2012,0.565392,2.245549
3/28/2012,0.571669,2.257719
3/29/2012,0.578788,2.224584
3/30/2012,0.581466,2.289431
4/2/2012,0.584532,2.277654
4/3/2012,0.619457,2.374087
4/4/2012,0.624931,2.33448
4/5/2012,0.629798,2.274439
4/6/2012,0.609694,2.142481
4/9/2012,0.605074,2.116743
4/10/2012,0.599123,2.096826
4/11/2012,0.584462,2.130501
4/12/2012,0.566479,2.149779
4/13/2012,0.565088,2.103069
4/16/2012,0.565642,2.079946
4/17/2012,0.559027,2.112905
4/18/2012,0.559675,2.093332
4/19/2012,0.565571,2.064306
4/20/2012,0.565436,2.077835
4/23/2012,0.57002,2.054191
4/24/2012,0.576022,2.087208
4/25/2012,0.554732,2.105056
4/26/2012,0.556916,2.08713
4/27/2012,0.556965,2.059553
4/30/2012,0.550124,2.040259
5/1/2012,0.545673,2.079913
5/2/2012,0.546598,2.048309
5/3/2012,0.542781,2.047059
5/4/2012,0.545586,2.012936
5/7/2012,0.548979,2.015294
5/8/2012,0.563435,1.988941
5/9/2012,0.586349,1.996599
5/10/2012,0.577517,2.01783
5/11/2012,0.602531,1.9858
5/14/2012,0.639727,1.944587
5/15/2012,0.659683,1.93181
5/16/2012,0.648054,1.896319
5/17/2012,0.648822,1.827822
5/18/2012,0.661198,1.82649
5/21/2012,0.640091,1.855714
5/22/2012,0.633875,1.919711
5/23/2012,0.647798,1.863663
5/24/2012,0.638468,1.896715
5/25/2012,0.637923,1.889565
5/29/2012,0.629496,1.879969
5/30/2012,0.617563,1.782546
5/31/2012,0.615921,1.74769
6/1/2012,0.621235,1.676491
6/4/2012,0.624175,1.735479
6/5/2012,0.606279,1.753107
6/6/2012,0.592955,1.819515
6/7/2012,0.572194,1.833925
6/8/2012,0.571876,1.828534
6/11/2012,0.571323,1.790069
6/12/2012,0.591469,1.827094
6/13/2012,0.593688,1.760819
6/14/2012,0.597115,1.762021
6/15/2012,0.548371,1.735208
6/18/2012,0.535697,1.737718
6/19/2012,0.534042,1.774183
6/20/2012,0.534322,1.790516
6/21/2012,0.556688,1.770865
6/22/2012,0.539398,1.801701
6/25/2012,0.526314,1.744502
6/26/2012,0.539364,1.761655
6/27/2012,0.545948,1.751759
6/28/2012,0.554452,1.713129
6/29/2012,0.547829,1.782516
7/2/2012,0.544042,1.725432
7/3/2012,0.539547,1.768056
7/5/2012,0.531209,1.743454
7/6/2012,0.519611,1.691674
7/9/2012,0.52071,1.650497
7/10/2012,0.523472,1.630206
7/11/2012,0.498181,1.622681
7/12/2012,0.477816,1.597016
7/13/2012,0.481703,1.622372
7/16/2012,0.466746,1.603548
7/17/2012,0.471778,1.645662
7/18/2012,0.460125,1.617766
7/19/2012,0.447941,1.641194
7/20/2012,0.44646,1.59299
7/23/2012,0.446913,1.57104
7/24/2012,0.443774,1.543977
7/25/2012,0.442163,1.542261
7/26/2012,0.437184,1.558828
7/27/2012,0.451473,1.676332
7/30/2012,0.421769,1.614606
7/31/2012,0.422342,1.611173
8/1/2012,0.432285,1.670479
8/2/2012,0.435415,1.629536
8/3/2012,0.44351,1.721878
8/6/2012,0.43297,1.697346
8/7/2012,0.451695,1.76603
8/8/2012,0.468529,1.778248
8/9/2012,0.478123,1.7944
8/10/2012,0.464847,1.753895
8/13/2012,0.46471,1.758412
8/14/2012,0.469553,1.822475
8/15/2012,0.485625,1.91739
8/16/2012,0.496269,1.949912
8/17/2012,0.497167,1.916185
8/20/2012,0.494082,1.918237
8/21/2012,0.496348,1.907867
8/22/2012,0.466612,1.820835
8/23/2012,0.439007,1.765177
8/24/2012,0.447838,1.777599
8/27/2012,0.444688,1.745728
8/28/2012,0.440114,1.719289
8/29/2012,0.445427,1.753023
8/30/2012,0.427986,1.721129
8/31/2012,0.398635,1.671219
9/4/2012,0.397405,1.682022
9/5/2012,0.397255,1.688132
9/6/2012,0.421446,1.776807
9/7/2012,0.404917,1.766091
9/10/2012,0.398891,1.775334
9/11/2012,0.39768,1.791655
9/12/2012,0.400259,1.854097
9/13/2012,0.374809,1.813548
9/14/2012,0.374969,1.89735
9/17/2012,0.377088,1.872341
9/18/2012,0.387813,1.846186
9/19/2012,0.387689,1.80339
9/20/2012,0.393567,1.782671
9/21/2012,0.389143,1.771002
9/24/2012,0.393537,1.738317
9/25/2012,0.400322,1.711184
9/26/2012,0.419494,1.668585
9/27/2012,0.397066,1.692582
9/28/2012,0.367929,1.705307
10/1/2012,0.370312,1.695096
10/2/2012,0.37406,1.688958
10/3/2012,0.36716,1.683422
10/4/2012,0.372893,1.73733
10/5/2012,0.392057,1.794063
10/9/2012,0.382884,1.776266
10/10/2012,0.388244,1.746745
10/11/2012,0.38549,1.716322
10/12/2012,0.377842,1.712853
10/15/2012,0.370853,1.716632
10/16/2012,0.363049,1.757228
10/17/2012,0.38197,1.842263
10/18/2012,0.389959,1.849109
10/19/2012,0.398559,1.794976
10/22/2012,0.399457,1.822712
10/23/2012,0.394766,1.8054
10/24/2012,0.383662,1.80419
10/25/2012,0.411774,1.866633
10/26/2012,0.398762,1.78755
10/29/2012,0.394822,1.763488
10/31/2012,0.383471,1.730362
11/1/2012,0.379062,1.752377
11/2/2012,0.377449,1.750801
11/5/2012,0.371146,1.712747
11/6/2012,0.398304,1.781269
11/7/2012,0.369821,1.675793
11/8/2012,0.369618,1.643547
11/9/2012,0.377657,1.643175
11/13/2012,0.370584,1.631675
11/14/2012,0.364979,1.624827
11/15/2012,0.373484,1.629136
11/16/2012,0.377932,1.619422
11/19/2012,0.375419,1.655148
11/20/2012,0.376783,1.691797
11/21/2012,0.391023,1.721595
11/23/2012,0.398292,1.727482
11/26/2012,0.399419,1.703314
11/27/2012,0.389988,1.675386
11/28/2012,0.379133,1.653546
11/29/2012,0.376223,1.661168
11/30/2012,0.370351,1.656343
12/3/2012,0.371188,1.670409
12/4/2012,0.367043,1.657397
12/5/2012,0.361975,1.640459
12/6/2012,0.358134,1.63698
12/7/2012,0.352475,1.676668
12/10/2012,0.354684,1.668435
12/11/2012,0.354055,1.694474
12/12/2012,0.354158,1.740826
12/13/2012,0.360765,1.767593
12/14/2012,0.359706,1.756585
12/17/2012,0.371594,1.814056
12/18/2012,0.390965,1.875069
12/19/2012,0.398418,1.842482
12/20/2012,0.399786,1.843098
12/21/2012,0.397928,1.803196
12/24/2012,0.408923,1.827993
12/26/2012,0.408742,1.816595
12/27/2012,0.404156,1.778338
12/28/2012,0.393176,1.76649
12/31/2012,0.384955,1.797312
1/2/2013,0.384969,1.876252
1/3/2013,0.390477,1.927184
1/4/2013,0.400307,1.939275
1/7/2013,0.394001,1.928726
1/8/2013,0.386078,1.892647
1/9/2013,0.374762,1.87765
1/10/2013,0.380653,1.917067
1/11/2013,0.383617,1.903994
1/14/2013,0.378623,1.883561
1/15/2013,0.37199,1.860082
1/16/2013,0.373823,1.857361
1/17/2013,0.404405,1.913672
1/18/2013,0.398631,1.894059
1/22/2013,0.393392,1.885761
1/23/2013,0.389196,1.883302
1/24/2013,0.392924,1.894281
1/25/2013,0.429973,2.004183
1/28/2013,0.445931,2.033106
1/29/2013,0.442237,2.048819
1/30/2013,0.431714,2.077225
1/31/2013,0.431219,2.055601
2/1/2013,0.423508,2.093164
2/4/2013,0.42072,2.059259
2/5/2013,0.429249,2.09502
2/6/2013,0.411246,2.04237
2/7/2013,0.405964,2.027704
2/8/2013,0.406151,2.03256
2/11/2013,0.412048,2.028325
2/12/2013,0.4195,2.068438
2/13/2013,0.427397,2.105726
2/14/2013,0.415953,2.060714
2/15/2013,0.418861,2.068348
2/19/2013,0.419404,2.095254
2/20/2013,0.419243,2.092475
