asOfDate,RealCoupon,ModelCoupon,RealMortgageRate
5/14/2007,5.83042,5.811407184,6.06
5/11/2007,5.80676,5.802119598,6.06
5/10/2007,5.78653,5.781635671,6.06
5/9/2007,5.79797,5.80281856,6.025
5/8/2007,5.76477,5.771123979,6.025
5/7/2007,5.76324,5.76831812,6.025
5/4/2007,5.77033,5.764765273,6.025
5/3/2007,5.80799,5.795204255,6.025
5/2/2007,5.77791,5.77118348,6.035
5/1/2007,5.78013,5.769992186,6.035
4/30/2007,5.769,5.753982774,6.035
4/27/2007,5.82011,5.811463714,6.035
4/26/2007,5.80346,5.797250002,6.035
4/25/2007,5.76223,5.755713806,6.035
4/24/2007,5.73675,5.729521041,6.035
4/23/2007,5.76361,5.759702803,6.035
4/20/2007,5.77947,5.783214606,6.035
4/19/2007,5.767,5.769185062,6.035
4/18/2007,5.76155,5.751587826,6.045
4/17/2007,5.79239,5.778122404,6.045
4/16/2007,5.83698,5.820420532,6.045
4/13/2007,5.85428,5.841735198,6.045
4/12/2007,5.83404,5.828314323,6.045
4/11/2007,5.82867,5.836459005,6.07
4/10/2007,5.816,5.830848649,6.07
4/9/2007,5.83389,5.850887069,6.07
4/5/2007,5.76985,5.788099471,6.07
4/4/2007,5.75562,5.780088197,6.02
4/3/2007,5.76023,5.785797216,6.02
4/2/2007,5.75504,5.760671516,6.02
3/30/2007,5.76151,5.765054119,6.02
3/29/2007,5.74611,5.754500779,6.02
3/28/2007,5.73479,5.752672191,6.01
3/27/2007,5.72023,5.739847465,6.01
3/26/2007,5.69346,5.722029189,6.01
3/23/2007,5.70792,5.733549054,6.01
3/22/2007,5.67216,5.708887006,6.01
3/21/2007,5.61128,5.636295367,6.01
3/20/2007,5.65758,5.687944498,6.01
3/19/2007,5.68532,5.713766264,6.01
3/16/2007,5.67116,5.699896652,6.01
3/15/2007,5.66107,5.695003814,6.01
3/14/2007,5.64978,5.694221101,5.99
3/13/2007,5.62499,5.670267912,5.99
3/12/2007,5.6818,5.718241659,5.99
3/9/2007,5.70828,5.750785785,5.99
3/8/2007,5.63625,5.679090475,5.99
3/7/2007,5.64065,5.684498408,6.015
3/6/2007,5.68031,5.711950025,6.015
3/5/2007,5.69602,5.735663078,6.015
3/2/2007,5.6857,5.741289797,6.015
3/1/2007,5.70088,5.744198637,6.015
2/28/2007,5.69793,5.723067933,6.03
2/27/2007,5.666,5.697169758,6.03
2/26/2007,5.73856,5.770948395,6.03
2/23/2007,5.76857,5.795688486,6.03
2/22/2007,5.79825,5.823977881,6.03
2/21/2007,5.76648,5.795313596,6.095
2/20/2007,5.75967,5.795649015,6.095
2/16/2007,5.76704,5.797784259,6.095
2/15/2007,5.76575,5.788060457,6.095
2/14/2007,5.78171,5.801774755,6.15
2/13/2007,5.874,5.877115695,6.15
2/12/2007,5.8661,5.877598786,6.15
2/9/2007,5.83455,5.862578204,6.15
2/8/2007,5.77907,5.801458112,6.15
2/7/2007,5.7765,5.811210411,6.105
2/6/2007,5.78845,5.818653704,6.105
2/5/2007,5.8258,5.852968689,6.105
2/2/2007,5.86395,5.883797338,6.105
2/1/2007,5.89772,5.921699934,6.105
1/31/2007,5.89771,5.920967982,6.19
1/30/2007,5.95304,5.979959659,6.19
1/29/2007,5.96445,6.001093204,6.19
1/26/2007,5.94379,5.981483894,6.19
1/25/2007,5.93337,5.967775199,6.19
1/24/2007,5.86891,5.893586888,6.1
1/23/2007,5.85716,5.887851234,6.1
1/22/2007,5.81193,5.858068472,6.1
1/19/2007,5.82398,5.870388206,6.1
1/18/2007,5.80081,5.847793207,6.1
1/17/2007,5.82895,5.881561446,6.08
1/16/2007,5.79288,5.851313498,6.08
1/12/2007,5.79949,5.8731153,6.08
1/11/2007,5.78313,5.857225734,6.08
1/10/2007,5.73098,5.803042259,6.06
1/9/2007,5.69234,5.771100828,6.06
1/8/2007,5.68939,5.776257242,6.06
1/5/2007,5.6641,5.764094598,6.06
1/4/2007,5.64398,5.759409233,6.06
1/3/2007,5.70619,5.811567079,6.03
1/2/2007,5.75132,5.85323205,6.03
12/29/2006,5.78466,5.877443664,6.03
12/28/2006,5.77848,5.86778754,6.03
12/27/2006,5.74329,5.839792752,6.03
12/26/2006,5.6947,5.796600047,6.03
12/22/2006,5.70687,5.815531749,6.03
12/21/2006,5.63329,5.744733003,6.03
12/20/2006,5.69257,5.790695277,5.98
12/19/2006,5.70048,5.796650043,5.98
12/18/2006,5.69459,5.788719507,5.98
12/15/2006,5.68714,5.789422516,5.98
12/14/2006,5.68114,5.789510354,5.98
12/13/2006,5.65971,5.776700963,5.97
12/12/2006,5.57128,5.713082165,5.97
12/11/2006,5.63028,5.756379001,5.97
12/8/2006,5.66464,5.785363709,5.97
12/7/2006,5.59388,5.727588543,5.97
12/6/2006,5.56671,5.68881849,5.985
12/5/2006,5.50829,5.653452176,5.985
12/4/2006,5.50335,5.657409206,5.985
12/1/2006,5.51164,5.653318987,5.985
11/30/2006,5.57153,5.702826656,5.985
11/29/2006,5.65536,5.756317587,5.99
11/28/2006,5.65634,5.747492396,5.99
11/27/2006,5.68837,5.773826264,5.99
11/24/2006,5.70001,5.78425573,5.99
11/22/2006,5.70866,5.801185448,5.99
11/21/2006,5.71028,5.810010205,6.055
11/20/2006,5.71107,5.823622516,6.055
11/17/2006,5.72502,5.833942551,6.055
11/16/2006,5.79681,5.896057149,6.055
11/15/2006,5.77565,5.87582065,6.115
11/14/2006,5.74146,5.840682312,6.115
11/13/2006,5.77515,5.870997372,6.115
11/10/2006,5.74642,5.8596986,6.115
11/9/2006,5.78174,5.886865628,6.115
11/8/2006,5.79337,5.902648597,6.23
11/7/2006,5.82192,5.933136768,6.23
11/6/2006,5.87026,5.978972504,6.23
11/3/2006,5.88299,5.996545074,6.23
11/2/2006,5.78378,5.877844684,6.23
11/1/2006,5.75928,5.856597247,6.16
10/31/2006,5.80171,5.886834152,6.16
10/30/2006,5.8671,5.943110063,6.16
10/27/2006,5.86557,5.946459276,6.16
10/26/2006,5.89961,5.983589301,6.16
10/25/2006,5.95115,6.037870102,6.25
10/24/2006,5.9672,6.08839248,6.25
10/23/2006,5.96406,6.094760462,6.25
10/20/2006,5.95696,6.057670508,6.25
10/19/2006,5.96276,6.062753842,6.25
10/18/2006,5.93335,6.040929286,6.235
10/17/2006,5.94472,6.060934661,6.235
10/16/2006,5.95948,6.072340285,6.235
10/13/2006,5.98671,6.094503145,6.235
10/12/2006,5.97705,6.08093569,6.235
10/11/2006,5.96583,6.091929271,6.245
10/10/2006,5.95749,6.064097433,6.245
10/6/2006,5.90327,6.008120125,6.245
10/5/2006,5.81752,5.936731103,6.245
10/4/2006,5.77873,5.897962396,6.125
10/3/2006,5.83864,5.94161204,6.125
10/2/2006,5.84966,5.949304472,6.125
9/29/2006,5.86441,5.960736915,6.125
9/28/2006,5.84481,5.943790103,6.125
9/27/2006,5.82374,5.927263398,6.16
9/26/2006,5.81463,5.917549549,6.16
9/25/2006,5.78502,5.903167381,6.16
9/22/2006,5.82063,5.929739609,6.16
9/21/2006,5.85597,5.946411581,6.16
9/20/2006,5.93042,6.027229828,6.275
9/19/2006,5.93924,6.039680504,6.275
9/18/2006,5.97548,6.104905791,6.275
9/15/2006,5.95972,6.091619024,6.275
9/14/2006,5.97232,6.07393635,6.275
9/13/2006,5.94056,6.048246822,6.305
9/12/2006,5.94017,6.047439608,6.305
9/11/2006,5.95898,6.067738074,6.305
9/8/2006,5.93338,6.035062691,6.305
9/7/2006,5.95526,6.051937345,6.305
9/6/2006,5.96864,6.052518133,6.32
9/5/2006,5.96084,6.041655775,6.32
9/1/2006,5.92844,6.010039977,6.32
8/31/2006,5.94217,6.029452177,6.32
8/30/2006,5.97019,6.065643266,6.29
8/29/2006,5.95256,6.083423743,6.29
8/28/2006,5.96424,6.089420585,6.29
8/25/2006,5.98067,6.079689367,6.29
8/24/2006,5.96254,6.091203422,6.29
8/23/2006,5.96807,6.086595128,6.33
8/22/2006,5.96177,6.070002066,6.33
8/21/2006,5.97864,6.067852907,6.33
8/18/2006,5.95802,6.073758851,6.33
8/17/2006,5.98775,6.104079846,6.33
8/16/2006,5.96852,6.116473558,6.345
8/15/2006,6.05662,6.178282348,6.345
8/14/2006,6.15487,6.255169774,6.345
8/11/2006,6.1083,6.222800902,6.345
8/10/2006,6.06588,6.181187334,6.345
8/9/2006,6.06042,6.172272065,6.4
8/8/2006,6.06446,6.178108861,6.4
8/7/2006,6.09028,6.203297436,6.4
8/4/2006,6.052,6.186454781,6.4
8/3/2006,6.14072,6.254460784,6.4
8/2/2006,6.1257,6.254616769,6.455
8/1/2006,6.14776,6.275652062,6.455
7/31/2006,6.157,6.272410494,6.455
7/28/2006,6.16396,6.287183859,6.455
7/27/2006,6.23661,6.339596676,6.455
7/26/2006,6.24659,6.33434834,6.545
7/25/2006,6.28745,6.367974456,6.545
7/24/2006,6.26827,6.351969605,6.545
7/21/2006,6.26926,6.362162765,6.545
7/20/2006,6.26198,6.350481368,6.545
7/19/2006,6.30891,6.391128216,6.675
7/18/2006,6.38524,6.477895192,6.675
7/17/2006,6.33844,6.414554982,6.675
7/14/2006,6.33093,6.407798194,6.675
7/13/2006,6.33821,6.412190652,6.675
7/12/2006,6.35306,6.428715366,6.64
7/11/2006,6.35726,6.43286658,6.64
7/10/2006,6.37626,6.460005599,6.64
7/7/2006,6.37728,6.46279664,6.64
7/6/2006,6.42768,6.516203239,6.64
7/5/2006,6.46164,6.555021971,6.665
7/3/2006,6.3934,6.480683861,6.665
6/30/2006,6.37105,6.462144463,6.665
6/29/2006,6.41651,6.515929257,6.665
6/28/2006,6.46466,6.569583538,6.655
6/27/2006,6.44877,6.534002484,6.655
6/26/2006,6.48238,6.562179209,6.655
6/23/2006,6.45996,6.557163141,6.655
6/22/2006,6.41959,6.519782699,6.655
6/21/2006,6.37557,6.479364378,6.585
6/20/2006,6.36772,6.469264854,6.585
6/19/2006,6.34836,6.456828941,6.585
6/16/2006,6.33511,6.437807646,6.585
6/15/2006,6.31432,6.403706317,6.585
6/14/2006,6.27295,6.350779346,6.505
6/13/2006,6.18622,6.254986175,6.505
6/12/2006,6.20035,6.276150754,6.505
6/9/2006,6.17939,6.280457961,6.505
6/8/2006,6.18785,6.293091982,6.505
6/7/2006,6.21197,6.316104914,6.495
6/6/2006,6.18614,6.302327883,6.495
6/5/2006,6.19509,6.313431192,6.495
6/2/2006,6.16329,6.282680314,6.495
6/1/2006,6.28186,6.399364056,6.495
5/31/2006,6.28572,6.417994868,6.52
5/30/2006,6.25047,6.38226612,6.52
5/26/2006,6.21195,6.355455655,6.52
5/25/2006,6.23265,6.373268085,6.52
5/24/2006,6.21225,6.341643207,6.47
5/23/2006,6.22234,6.364332103,6.47
5/22/2006,6.20311,6.346912164,6.47
5/19/2006,6.19903,6.349890131,6.47
5/18/2006,6.18733,6.334861854,6.47
5/17/2006,6.24194,6.392524335,6.475
5/16/2006,6.19369,6.334904498,6.475
5/15/2006,6.24133,6.388032078,6.475
5/12/2006,6.26368,6.417877656,6.475
5/11/2006,6.22021,6.370779468,6.475
5/10/2006,6.19707,6.345153821,6.455
5/9/2006,6.18872,6.338968831,6.455
5/8/2006,6.18394,6.336718508,6.455
5/5/2006,6.1718,6.324261088,6.455
5/4/2006,6.21857,6.359780559,6.455
5/3/2006,6.21175,6.349372207,6.49
5/2/2006,6.17078,6.298323873,6.49
5/1/2006,6.16765,6.302326206,6.49
4/28/2006,6.10033,6.243655392,6.49
4/27/2006,6.13335,6.270944817,6.49
4/26/2006,6.17592,6.321674965,6.455
4/25/2006,6.14044,6.279527364,6.455
4/24/2006,6.06864,6.211033412,6.455
4/21/2006,6.08935,6.2361568,6.455
4/20/2006,6.11105,6.266985197,6.455
4/19/2006,6.09526,6.259551096,6.43
4/18/2006,6.06145,6.232228892,6.43
4/17/2006,6.11546,6.285540394,6.43
4/13/2006,6.14222,6.334032109,6.43
4/12/2006,6.09232,6.273269196,6.39
4/11/2006,6.06233,6.226310636,6.39
4/10/2006,6.09392,6.262809608,6.39
4/7/2006,6.08549,6.269688558,6.39
4/6/2006,6.01797,6.211151821,6.39
4/5/2006,5.99685,6.160600964,6.33
4/4/2006,6.02555,6.200244339,6.33
4/3/2006,6.03045,6.219861138,6.33
3/31/2006,6.00641,6.19324952,6.33
3/30/2006,6.00824,6.203462939,6.33
3/29/2006,5.9759,6.149601567,6.225
3/28/2006,5.94486,6.107493632,6.225
3/27/2006,5.87878,6.028432227,6.225
3/24/2006,5.86241,6.000952366,6.225
3/23/2006,5.92181,6.062147351,6.225
3/22/2006,5.89887,6.028613502,6.22
3/21/2006,5.908,6.034082779,6.22
3/20/2006,5.84727,5.971763266,6.22
3/17/2006,5.85862,5.995729099,6.22
3/16/2006,5.83067,5.970611277,6.22
3/15/2006,5.90812,6.063101825,6.265
3/14/2006,5.87236,6.029300867,6.265
3/13/2006,5.95766,6.1249064,6.265
3/10/2006,5.93554,6.095781934,6.265
3/9/2006,5.9135,6.081639284,6.265
3/8/2006,5.94583,6.10227295,6.27
3/7/2006,5.95092,6.105355659,6.27
3/6/2006,5.94346,6.099589366,6.27
3/3/2006,5.88613,6.032473085,6.27
3/2/2006,5.85392,6.00382822,6.27
3/1/2006,5.80004,5.92552256,6.14
2/28/2006,5.73453,5.877025591,6.14
2/27/2006,5.77249,5.911318838,6.14
2/24/2006,5.76417,5.899250719,6.14
2/23/2006,5.79537,5.928662271,6.14
2/22/2006,5.77416,5.895070437,6.16
2/21/2006,5.80752,5.942859374,6.16
2/17/2006,5.78083,5.919019916,6.16
2/16/2006,5.84815,5.966518001,6.16
2/15/2006,5.86838,5.991644389,6.155
2/14/2006,5.87946,6.007448724,6.155
2/13/2006,5.84977,5.989608412,6.155
2/10/2006,5.8435,5.995518214,6.155
2/9/2006,5.81487,5.967849535,6.155
2/8/2006,5.82338,5.990476226,6.14
2/7/2006,5.80179,5.97007549,6.14
2/6/2006,5.80186,5.950820721,6.14
2/3/2006,5.79888,5.937317823,6.14
2/2/2006,5.80672,5.963212964,6.14
2/1/2006,5.80873,5.968042343,6.105
1/31/2006,5.76373,5.916918516,6.105
1/30/2006,5.75539,5.919948552,6.105
1/27/2006,5.73348,5.894658573,6.105
1/26/2006,5.75541,5.912793748,6.105
1/25/2006,5.7074,5.859277369,5.995
1/24/2006,5.61489,5.76514158,5.995
1/23/2006,5.58096,5.731356509,5.995
1/20/2006,5.58423,5.729242327,5.995
1/19/2006,5.62211,5.74177136,5.995
1/18/2006,5.58661,5.706354887,5.975
1/17/2006,5.57624,5.710723948,5.975
1/13/2006,5.5807,5.722063263,5.975
1/12/2006,5.64441,5.778820691,5.975
1/11/2006,5.707,5.824335239,6.05
1/10/2006,5.68246,5.803169172,6.05
1/9/2006,5.62104,5.738669328,6.05
1/6/2006,5.63322,5.765804261,6.05
1/5/2006,5.63968,5.768989783,6.05
1/4/2006,5.65324,5.787379727,6.085
1/3/2006,5.70253,5.82076108,6.085
