asOfDate,RealCoupon,ModelCoupon,RealMortgageRate,RealServiceSpread,Weekday,Weight,Counter,accumulated Weighted CC,accumulatedWeight,WA CC,Servicing Spread,,,
6/24/2010,3.90814,3.98592731,4.505,0.59686,4,0,1,0,0,0,0.747074,,,
6/25/2010,3.86458,3.953189102,4.505,0.64042,5,0,2,0,0,0,0,,,
6/28/2010,3.76157,3.850735444,4.505,0.74343,1,0.05,3,0.1880785,0.05,0,0,,,
6/29/2010,3.72533,3.796179366,4.505,0.77967,2,0.7,4,2.7958095,0.75,0,0,,,
6/30/2010,3.72459,3.785730628,4.505,0.78041,3,0.25,5,3.726957,1,3.726957,0,,,
7/1/2010,3.69379,3.769086633,4.495,0.80121,4,0,1,0,0,0,0.778043,,,
7/2/2010,3.71696,3.785107368,4.495,0.77804,5,0,2,0,0,0,0,,,
7/6/2010,3.63513,3.730317211,4.495,0.85987,2,0.7,3,2.544591,0.7,0,0,,,
7/7/2010,3.69837,3.726539614,4.495,0.79663,3,0.25,4,3.4691835,0.95,0,0,,,
7/8/2010,3.71168,3.754507413,4.495,0.78332,4,0,5,3.4691835,0.95,0,0,,,
7/9/2010,3.71575,3.783442458,4.495,0.77925,5,0,6,0,0,0,0,,,
7/12/2010,3.71395,3.774725835,4.495,0.78105,1,0.05,7,0.1856975,0.05,0,0,,,
7/13/2010,3.75306,3.81030538,4.495,0.74194,2,0.7,8,2.627142,0.7,0,0,,,
7/14/2010,3.70043,3.750143112,4.495,0.79457,3,0.25,9,0.9251075,0.25,3.70043,0,,,
7/15/2010,3.61225,3.674312093,4.485,0.87275,4,0,1,0,0,0,0.79457,,,
7/16/2010,3.59773,3.626691484,4.485,0.88727,5,0,2,0,0,0,0,,,
7/19/2010,3.65741,3.648319178,4.485,0.82759,1,0.05,3,0.1828705,0.05,0,0,,,
7/20/2010,3.63593,3.610458967,4.485,0.84907,2,0.7,4,2.7280215,0.75,0,0,,,
7/21/2010,3.56787,3.573702063,4.485,0.91713,3,0.25,5,3.619989,1,3.619989,0,,,
7/22/2010,3.57445,3.587000512,4.465,0.89055,4,0,1,0,0,0,0.865011,,,
7/23/2010,3.61862,3.625280544,4.465,0.84638,5,0,2,0,0,0,0,,,
7/26/2010,3.6203,3.611218027,4.465,0.8447,1,0.05,3,0.181015,0.05,0,0,,,
7/27/2010,3.62,3.65311623,4.465,0.845,2,0.7,4,2.715015,0.75,0,0,,,
7/28/2010,3.57124,3.576100033,4.465,0.89376,3,0.25,5,3.607825,1,3.607825,0,,,
7/29/2010,3.55631,3.569039744,4.415,0.85869,4,0,1,0,0,0,0.857175,,,
7/30/2010,3.48603,3.503904021,4.415,0.92897,5,0,2,0,0,0,0,,,
8/2/2010,3.5727,3.54123863,4.415,0.8423,1,0.05,3,0.178635,0.05,0,0,,,
8/3/2010,3.52286,3.496701639,4.415,0.89214,2,0.7,4,2.644637,0.75,0,0,,,
8/4/2010,3.5817,3.530246442,4.415,0.8333,3,0.25,5,3.540062,1,3.540062,0,,,
8/5/2010,3.55337,3.490779127,4.365,0.81163,4,0,1,0,0,0,0.874938,,,
8/6/2010,3.48719,3.42208035,4.365,0.87781,5,0,2,0,0,0,0,,,
8/9/2010,3.48853,3.405966806,4.365,0.87647,1,0.05,3,0.1744265,0.05,0,0,,,
8/10/2010,3.44746,3.334960811,4.365,0.91754,2,0.7,4,2.5876485,0.75,0,0,,,
8/11/2010,3.34099,3.239852383,4.365,1.02401,3,0.25,5,3.422896,1,3.422896,0,,,
8/12/2010,3.44748,3.291848889,4.345,0.89752,4,0,1,0,0,0,0.942104,,,
8/13/2010,3.37661,3.275953871,4.345,0.96839,5,0,2,0,0,0,0,,,
8/16/2010,3.30867,3.233093557,4.345,1.03633,1,0.05,3,0.1654335,0.05,0,0,,,
8/17/2010,3.40141,3.246403302,4.345,0.94359,2,0.7,4,2.5464205,0.75,0,0,,,
8/18/2010,3.44987,3.235009129,4.345,0.89513,3,0.25,5,3.408888,1,3.408888,0,,,
8/19/2010,3.30888,3.186930397,4.285,0.97612,4,0,1,0,0,0,0.936112,,,
8/20/2010,3.42281,3.216288945,4.285,0.86219,5,0,2,0,0,0,0,,,
8/23/2010,3.42399,3.207544851,4.285,0.86101,1,0.05,3,0.1711995,0.05,0,0,,,
8/24/2010,3.3561,3.12842976,4.285,0.9289,2,0.7,4,2.5204695,0.75,0,0,,,
8/25/2010,3.36868,3.166193829,4.285,0.91632,3,0.25,5,3.3626395,1,3.3626395,0,,,
8/26/2010,3.30296,3.147862193,4.245,0.94204,4,0,1,0,0,0,0.9223605,,,
8/27/2010,3.47055,3.26106079,4.245,0.77445,5,0,2,0,0,0,0,,,
8/30/2010,3.33669,3.189385709,4.245,0.90831,1,0.05,3,0.1668345,0.05,0,0,,,
8/31/2010,3.19108,3.136298493,4.245,1.05392,2,0.7,4,2.4005905,0.75,0,0,,,
9/1/2010,3.30826,3.243642808,4.245,0.93674,3,0.25,5,3.2276555,1,3.2276555,0,,,
9/2/2010,3.37636,3.260119571,4.275,0.89864,4,0,1,0,0,0,1.0173445,,,
9/3/2010,3.48233,3.278582918,4.275,0.79267,5,0,2,0,0,#DIV/0!,0,,,
9/9/2010,3.27423,3.390533312,4.295,1.02077,4,0,1,0,0,0,#DIV/0!,,,
9/10/2010,3.58242,3.440989835,4.295,0.71258,5,0,2,0,0,0,0,,,
9/13/2010,3.48266,3.387808104,4.295,0.81234,1,0.05,3,0.174133,0.05,0,0,,,
9/14/2010,3.42404,3.31285747,4.295,0.87096,2,0.7,4,2.570961,0.75,0,0,,,
9/15/2010,3.49999,3.379992535,4.295,0.79501,3,0.25,5,3.4459585,1,0,0,,,
9/16/2010,3.54526,3.43725751,4.295,0.74974,4,0,6,0,0,0,0,,,
9/17/2010,3.58122,3.429819263,4.295,0.71378,5,0,7,0,0,0,0,,,
9/20/2010,3.50729,3.417677531,4.295,0.78771,1,0.05,8,0.1753645,0.05,0,0,,,
9/21/2010,3.38169,3.312267149,4.295,0.91331,2,0.7,9,2.367183,0.7,0,0,,,
9/22/2010,3.34862,3.284414795,4.295,0.94638,3,0.25,10,0.837155,0.25,3.34862,0,,,
9/23/2010,3.38126,3.304942148,4.27,0.88874,4,0,1,0,0,0,0.94638,,,
9/24/2010,3.44779,3.356797518,4.27,0.82221,5,0,2,0,0,0,0,,,
9/27/2010,3.35455,3.301595465,4.27,0.91545,1,0.05,3,0.1677275,0.05,0,0,,,
9/28/2010,3.31266,3.251413057,4.27,0.95734,2,0.7,4,2.4865895,0.75,0,0,,,
9/29/2010,3.37806,3.3139679,4.27,0.89194,3,0.25,5,3.3311045,1,3.3311045,0,,,
9/30/2010,3.38375,3.311618103,4.22,0.83625,4,0,1,0,0,0,0.9388955,,,
10/1/2010,3.38871,3.312795499,4.22,0.83129,5,0,2,0,0,0,0,,,
10/4/2010,3.33557,3.283689402,4.22,0.88443,1,0.05,3,0.1667785,0.05,0,0,,,
10/5/2010,3.33659,3.284917921,4.22,0.88341,2,0.7,4,2.5023915,0.75,0,0,,,
10/6/2010,3.26279,3.192486765,4.22,0.95721,3,0.25,5,3.318089,1,3.318089,0,,,
10/7/2010,3.22365,3.16744853,4.14,0.91635,4,0,1,0,0,0,0.901911,,,
10/8/2010,3.23046,3.117285171,4.14,0.90954,5,0,2,0,0,0,0,,,
10/12/2010,3.28568,3.124837019,4.14,0.85432,2,0.7,3,2.299976,0.7,0,0,,,
10/13/2010,3.26187,3.095978901,4.14,0.87813,3,0.25,4,3.1154435,0.95,3.279414211,0,,,
10/14/2010,3.28492,3.173475961,4.16,0.87508,4,0,1,0,0,0,0.860585789,,,
10/15/2010,3.37537,3.207513551,4.16,0.78463,5,0,2,0,0,0,0,,,
10/18/2010,3.29994,3.141176151,4.16,0.86006,1,0.05,3,0.164997,0.05,0,0,,,
10/19/2010,3.26986,3.11288164,4.16,0.89014,2,0.7,4,2.453899,0.75,0,0,,,
10/20/2010,3.25515,3.09484612,4.16,0.90485,3,0.25,5,3.2676865,1,3.2676865,0,,,
10/21/2010,3.29243,3.167326124,4.18,0.88757,4,0,1,0,0,0,0.8923135,,,
10/22/2010,3.31808,3.222606558,4.18,0.86192,5,0,2,0,0,0,0,,,
10/25/2010,3.37385,3.210280198,4.18,0.80615,1,0.05,3,0.1686925,0.05,0,0,,,
10/26/2010,3.44702,3.297246617,4.18,0.73298,2,0.7,4,2.5816065,0.75,0,0,,,
10/27/2010,3.49728,3.363718236,4.18,0.68272,3,0.25,5,3.4559265,1,3.4559265,0,,,
10/28/2010,3.43496,3.313646825,4.19,0.75504,4,0,1,0,0,0,0.7240735,,,
10/29/2010,3.39784,3.276398556,4.19,0.79216,5,0,2,0,0,0,0,,,
11/1/2010,3.44378,3.306702598,4.19,0.74622,1,0.05,3,0.172189,0.05,0,0,,,
11/2/2010,3.39423,3.300904592,4.19,0.79577,2,0.7,4,2.54815,0.75,0,0,,,
11/3/2010,3.37888,3.29278177,4.19,0.81112,3,0.25,5,3.39287,1,3.39287,0,,,
11/4/2010,3.29328,3.209632751,4.12,0.82672,4,0,1,0,0,0,0.79713,,,
11/5/2010,3.36448,3.262794261,4.12,0.75552,5,0,2,0,0,0,0,,,
11/8/2010,3.40193,3.305210145,4.12,0.71807,1,0.05,3,0.1700965,0.05,0,0,,,
11/9/2010,3.50051,3.43375069,4.12,0.61949,2,0.7,4,2.6204535,0.75,0,0,,,
11/10/2010,3.48752,3.426850742,4.12,0.63248,3,0.25,5,3.4923335,1,3.4923335,0,,,
11/12/2010,3.60847,3.520786254,4.365,0.75653,5,0,1,0,0,0,0.6276665,,,
11/15/2010,3.73584,3.670303151,4.365,0.62916,1,0.05,2,0.186792,0.05,0,0,,,
11/16/2010,3.72168,3.630976162,4.365,0.64332,2,0.7,3,2.791968,0.75,3.722624,0,,,
11/17/2010,3.71929,3.63805133,4.35,0.63071,3,0.25,1,0.9298225,0.25,3.71929,0.642376,,,
11/18/2010,3.75041,3.684962378,4.365,0.61459,4,0,1,0,0,#DIV/0!,0.63071,,,
11/19/2010,3.7657,3.669690602,4.35,0.5843,5,0,1,0,0,0,#DIV/0!,,,
11/22/2010,3.72761,3.599436854,4.35,0.62239,1,0.05,2,0.1863805,0.05,0,0,,,
11/23/2010,3.70185,3.552299757,4.35,0.64815,2,0.7,3,2.7776755,0.75,0,0,,,
11/24/2010,3.85371,3.716550669,4.35,0.49629,3,0.25,4,3.741103,1,3.741103,0,,,
11/26/2010,3.82273,3.698981038,4.41,0.58727,5,0,1,0,0,0,0.608897,,,
11/29/2010,3.77045,3.670329731,4.41,0.63955,1,0.05,2,0.1885225,0.05,0,0,,,
11/30/2010,3.77972,3.672560177,4.41,0.63028,2,0.7,3,2.8343265,0.75,0,0,,,
12/1/2010,3.93437,3.829527206,4.41,0.47563,3,0.25,4,3.817919,1,3.817919,0,,,
12/2/2010,3.9594,3.867583909,4.535,0.5756,4,0,1,0,0,0,0.592081,,,
12/3/2010,3.94457,3.842007706,4.535,0.59043,5,0,2,0,0,0,0,,,
12/6/2010,3.85103,3.785276001,4.535,0.68397,1,0.05,3,0.1925515,0.05,0,0,,,
12/7/2010,4.05507,4.026381611,4.535,0.47993,2,0.7,4,3.0311005,0.75,0,0,,,
12/8/2010,4.10539,4.082476197,4.535,0.42961,3,0.25,5,4.057448,1,4.057448,0,,,
12/9/2010,4.05607,4.030780996,4.755,0.69893,4,0,1,0,0,0,0.477552,,,
12/10/2010,4.12836,4.127233374,4.755,0.62664,5,0,2,0,0,0,0,,,
12/13/2010,4.10897,4.09593205,4.755,0.64603,1,0.05,3,0.2054485,0.05,0,0,,,
12/14/2010,4.28748,4.261889099,4.755,0.46752,2,0.7,4,3.2066845,0.75,0,0,,,
12/15/2010,4.38412,4.375506321,4.755,0.37088,3,0.25,5,4.3027145,1,4.3027145,0,,,
12/16/2010,4.35639,4.31735933,4.735,0.37861,4,0,1,0,0,0,0.4522855,,,
12/17/2010,4.16702,4.133692463,4.735,0.56798,5,0,2,0,0,0,0,,,
12/20/2010,4.21062,4.128016941,4.735,0.52438,1,0.05,3,0.210531,0.05,0,0,,,
12/21/2010,4.17478,4.089525673,4.735,0.56022,2,0.7,4,3.132877,0.75,0,0,,,
12/22/2010,4.1785,4.115037725,4.735,0.5565,3,0.25,5,4.177502,1,4.177502,0,,,
12/23/2010,4.22651,4.177434549,4.81,0.58349,4,0,1,0,0,0,0.557498,,,
12/27/2010,4.21284,4.14290385,4.81,0.59716,1,0.05,2,0.210642,0.05,0,0,,,
12/28/2010,4.32678,4.261813855,4.81,0.48322,2,0.7,3,3.239388,0.75,0,0,,,
12/29/2010,4.1712,4.131509668,4.81,0.6388,3,0.25,4,4.282188,1,4.282188,0,,,
12/30/2010,4.18878,4.161012372,4.72,0.53122,4,0,1,0,0,0,0.527812,,,
12/31/2010,4.10577,4.099880506,4.72,0.61423,5,0,2,0,0,0,0,,,
1/3/2011,4.11937,4.108708282,4.72,0.60063,1,0.05,3,0.2059685,0.05,0,0,,,
1/4/2011,4.1123,4.077861548,4.72,0.6077,2,0.7,4,3.0845785,0.75,0,0,,,
1/5/2011,4.24694,4.245375858,4.72,0.47306,3,0.25,5,4.1463135,1,4.1463135,0,,,
1/6/2011,4.20008,4.187835255,4.66,0.45992,4,0,1,0,0,0,0.5736865,,,
1/7/2011,4.10211,4.075126181,4.66,0.55789,5,0,2,0,0,0,0,,,
1/10/2011,4.0763,4.05090451,4.66,0.5837,1,0.05,3,0.203815,0.05,0,0,,,
1/11/2011,4.13046,4.080645989,4.66,0.52954,2,0.7,4,3.095137,0.75,0,0,,,
1/12/2011,4.12755,4.080903216,4.66,0.53245,3,0.25,5,4.1270245,1,4.1270245,0,,,
1/13/2011,4.07277,4.048862975,4.69,0.61723,4,0,1,0,0,0,0.5329755,,,
1/14/2011,4.08585,4.090172249,4.69,0.60415,5,0,2,0,0,0,0,,,
1/18/2011,4.14124,4.124045477,4.69,0.54876,2,0.7,3,2.898868,0.7,0,0,,,
1/19/2011,4.11512,4.099664157,4.69,0.57488,3,0.25,4,3.927648,0.95,4.134366316,0,,,
1/20/2011,4.21623,4.191326151,4.725,0.50877,4,0,1,0,0,0,0.555633684,,,
1/21/2011,4.18211,4.160890947,4.725,0.54289,5,0,2,0,0,0,0,,,
1/24/2011,4.19564,4.158655888,4.725,0.52936,1,0.05,3,0.209782,0.05,0,0,,,
1/25/2011,4.1485,4.087057923,4.725,0.5765,2,0.7,4,3.113732,0.75,0,0,,,
1/26/2011,4.23018,4.179864436,4.725,0.49482,3,0.25,5,4.171277,1,4.171277,0,,,
1/27/2011,4.17877,4.125144322,4.76,0.58123,4,0,1,0,0,0,0.553723,,,
1/28/2011,4.14864,4.099226929,4.76,0.61136,5,0,2,0,0,0,0,,,
1/31/2011,4.17347,4.161008921,4.76,0.58653,1,0.05,3,0.2086735,0.05,0,0,,,
2/1/2011,4.23302,4.226200737,4.76,0.52698,2,0.7,4,3.1717875,0.75,0,0,,,
2/2/2011,4.2837,4.279090263,4.76,0.4763,3,0.25,5,4.2427125,1,4.2427125,0,,,
2/3/2011,4.32675,4.323469972,4.975,0.64825,4,0,1,0,0,0,0.5172875,,,
2/4/2011,4.39469,4.416868734,4.975,0.58031,5,0,2,0,0,0,0,,,
2/7/2011,4.41202,4.421891166,4.975,0.56298,1,0.05,3,0.220601,0.05,0,0,,,
2/8/2011,4.48713,4.488728981,4.975,0.48787,2,0.7,4,3.361592,0.75,0,0,,,
2/9/2011,4.45294,4.401853475,4.975,0.52206,3,0.25,5,4.474827,1,4.474827,0,,,
2/10/2011,4.50125,4.445314252,4.925,0.42375,4,0,1,0,0,0,0.500173,,,
2/11/2011,4.43431,4.372357593,4.925,0.49069,5,0,2,0,0,0,0,,,
2/14/2011,4.39315,4.337393688,4.925,0.53185,1,0.05,3,0.2196575,0.05,0,0,,,
2/15/2011,4.38511,4.322660428,4.925,0.53989,2,0.7,4,3.2892345,0.75,0,0,,,
2/16/2011,4.39896,4.346044619,4.925,0.52604,3,0.25,5,4.3889745,1,4.3889745,0,,,
2/17/2011,4.35044,4.292154934,4.85,0.49956,4,0,1,0,0,0,0.5360255,,,
2/18/2011,4.36639,4.3097478,4.85,0.48361,5,0,2,0,0,0,0,,,
2/22/2011,4.29998,4.233842127,4.85,0.55002,2,0.7,3,3.009986,0.7,0,0,,,
2/23/2011,4.30686,4.25712932,4.85,0.54314,3,0.25,4,4.086701,0.95,4.301790526,0,,,
2/24/2011,4.26362,4.221514011,4.795,0.53138,4,0,1,0,0,0,0.548209474,,,
2/25/2011,4.24967,4.182468844,4.795,0.54533,5,0,2,0,0,0,0,,,
2/28/2011,4.23083,4.164298425,4.795,0.56417,1,0.05,3,0.2115415,0.05,0,0,,,
3/1/2011,4.23669,4.157705063,4.795,0.55831,2,0.7,4,3.1772245,0.75,0,0,,,
3/2/2011,4.27915,4.207089597,4.795,0.51585,3,0.25,5,4.247012,1,4.247012,0,,,
3/3/2011,4.3559,4.319107354,4.805,0.4491,4,0,1,0,0,0,0.547988,,,
3/4/2011,4.26582,4.215786153,4.805,0.53918,5,0,2,0,0,0,0,,,
3/7/2011,4.27573,4.218202502,4.805,0.52927,1,0.05,3,0.2137865,0.05,0,0,,,
3/8/2011,4.31211,4.267343774,4.805,0.49289,2,0.7,4,3.2322635,0.75,0,0,,,
3/9/2011,4.24844,4.194728462,4.805,0.55656,3,0.25,5,4.2943735,1,4.2943735,0,,,
3/10/2011,4.19841,4.137613087,4.685,0.48659,4,0,1,0,0,0,0.5106265,,,
3/11/2011,4.21399,4.132846118,4.685,0.47101,5,0,2,0,0,0,0,,,
3/14/2011,4.17953,4.100670581,4.685,0.50547,1,0.05,3,0.2089765,0.05,0,0,,,
3/15/2011,4.17297,4.105037981,4.685,0.51203,2,0.7,4,3.1300555,0.75,0,0,,,
3/16/2011,4.08162,4.033856713,4.685,0.60338,3,0.25,5,4.1504605,1,4.1504605,0,,,
3/17/2011,4.10724,4.051965857,4.735,0.62776,4,0,1,0,0,0,0.5345395,,,
3/18/2011,4.11118,4.052401065,4.735,0.62382,5,0,2,0,0,0,0,,,
3/21/2011,4.16338,4.095581214,4.735,0.57162,1,0.05,3,0.208169,0.05,0,0,,,
3/22/2011,4.18936,4.099376842,4.735,0.54564,2,0.7,4,3.140721,0.75,0,0,,,
3/23/2011,4.20927,4.112859996,4.735,0.52573,3,0.25,5,4.1930385,1,4.1930385,0,,,
3/24/2011,4.22854,4.14849693,4.785,0.55646,4,0,1,0,0,0,0.5419615,,,
3/25/2011,4.26079,4.203856781,4.785,0.52421,5,0,2,0,0,0,0,,,
3/28/2011,4.2631,4.220709754,4.785,0.5219,1,0.05,3,0.213155,0.05,0,0,,,
3/29/2011,4.30316,4.256558396,4.785,0.48184,2,0.7,4,3.225367,0.75,0,0,,,
3/30/2011,4.26883,4.218214069,4.785,0.51617,3,0.25,5,4.2925745,1,4.2925745,0,,,
3/31/2011,4.26321,4.219169644,4.795,0.53179,4,0,1,0,0,0,0.4924255,,,
4/1/2011,4.27252,4.197798211,4.795,0.52248,5,0,2,0,0,0,0,,,
4/4/2011,4.27071,4.174698909,4.795,0.52429,1,0.05,3,0.2135355,0.05,0,0,,,
4/5/2011,4.32683,4.240049387,4.795,0.46817,2,0.7,4,3.2423165,0.75,0,0,,,
4/6/2011,4.35818,4.287441594,4.795,0.43682,3,0.25,5,4.3318615,1,4.3318615,0,,,
4/7/2011,4.35342,4.281584822,4.81,0.45658,4,0,1,0,0,0,0.4631385,,,
4/8/2011,4.36221,4.300392195,4.81,0.44779,5,0,2,0,0,0,0,,,
4/11/2011,4.35733,4.304678715,4.81,0.45267,1,0.05,3,0.2178665,0.05,0,0,,,
4/12/2011,4.30612,4.230071672,4.81,0.50388,2,0.7,4,3.2321505,0.75,0,0,,,
4/13/2011,4.28687,4.188631729,4.81,0.52313,3,0.25,5,4.303868,1,4.303868,0,,,
4/14/2011,4.29351,4.21024726,4.725,0.43149,4,0,1,0,0,0,0.506132,,,
4/15/2011,4.22535,4.127382382,4.725,0.49965,5,0,2,0,0,0,0,,,
4/18/2011,4.1921,4.083598843,4.725,0.5329,1,0.05,3,0.209605,0.05,0,0,,,
4/19/2011,4.18056,4.077746113,4.725,0.54444,2,0.7,4,3.135997,0.75,0,0,,,
4/20/2011,4.21023,4.107872769,4.725,0.51477,3,0.25,5,4.1885545,1,4.1885545,0,,,
4/21/2011,4.21188,4.092752409,4.705,0.49312,4,0,1,0,0,0,0.5364455,,,
4/25/2011,4.17981,4.063912219,4.705,0.52519,1,0.05,2,0.2089905,0.05,0,0,,,
4/26/2011,4.14881,4.038051788,4.705,0.55619,2,0.7,3,3.1131575,0.75,0,0,,,
4/27/2011,4.17378,4.062782889,4.705,0.53122,3,0.25,4,4.1566025,1,4.1566025,0,,,
4/28/2011,4.10853,3.997693976,4.635,0.52647,4,0,1,0,0,0,0.5483975,,,
4/29/2011,4.09114,3.994353797,4.635,0.54386,5,0,2,0,0,0,0,,,
5/2/2011,4.10174,3.995941519,4.635,0.53326,1,0.05,3,0.205087,0.05,0,0,,,
5/3/2011,4.07117,3.983128344,4.635,0.56383,2,0.7,4,3.054906,0.75,0,0,,,
5/4/2011,4.04029,3.949135158,4.635,0.59471,3,0.25,5,4.0649785,1,4.0649785,0,,,
5/5/2011,3.98974,3.914419749,4.555,0.56526,4,0,1,0,0,0,0.5700215,,,
5/6/2011,3.98104,3.897573992,4.555,0.57396,5,0,2,0,0,0,0,,,
5/9/2011,3.96718,3.890657822,4.555,0.58782,1,0.05,3,0.198359,0.05,0,0,,,
5/10/2011,4.01017,3.94229212,4.555,0.54483,2,0.7,4,3.005478,0.75,0,0,,,
5/11/2011,3.98265,3.913065107,4.555,0.57235,3,0.25,5,4.0011405,1,4.0011405,0,,,
5/12/2011,4.00521,3.952249084,4.535,0.52979,4,0,1,0,0,0,0.5538595,,,
5/13/2011,3.98862,3.920940888,4.535,0.54638,5,0,2,0,0,0,0,,,
5/16/2011,3.97145,3.890782964,4.535,0.56355,1,0.05,3,0.1985725,0.05,0,0,,,
5/17/2011,3.9562,3.865141248,4.535,0.5788,2,0.7,4,2.9679125,0.75,0,0,,,
5/18/2011,3.99817,3.930508421,4.535,0.53683,3,0.25,5,3.967455,1,3.967455,0,,,
5/19/2011,4.00566,3.93045015,4.525,0.51934,4,0,1,0,0,0,0.567545,,,
5/20/2011,3.99284,3.912498913,4.525,0.53216,5,0,2,0,0,0,0,,,
5/23/2011,3.99615,3.903607966,4.525,0.52885,1,0.05,3,0.1998075,0.05,0,0,,,
5/24/2011,3.98401,3.890655178,4.525,0.54099,2,0.7,4,2.9886145,0.75,0,0,,,
5/25/2011,3.98264,3.883844067,4.525,0.54236,3,0.25,5,3.9842745,1,3.9842745,0,,,
5/26/2011,3.91109,3.809260932,4.45,0.53891,4,0,1,0,0,0,0.5407255,,,
5/27/2011,3.93401,3.815595987,4.45,0.51599,5,0,2,0,0,0,0,,,
5/31/2011,3.93235,3.800646729,4.45,0.51765,2,0.7,3,2.752645,0.7,0,0,,,
6/1/2011,3.86349,3.730361749,4.45,0.58651,3,0.25,4,3.7185175,0.95,3.914228947,0,,,
6/2/2011,3.91387,3.794031781,4.415,0.50113,4,0,1,0,0,0,0.535771053,,,
6/3/2011,3.89328,3.769965439,4.415,0.52172,5,0,2,0,0,0,0,,,
6/6/2011,3.90071,3.78906397,4.415,0.51429,1,0.05,3,0.1950355,0.05,0,0,,,
6/7/2011,3.89581,3.785944794,4.415,0.51919,2,0.7,4,2.9221025,0.75,0,0,,,
6/8/2011,3.85668,3.727399257,4.415,0.55832,3,0.25,5,3.8862725,1,3.8862725,0,,,
6/9/2011,3.89605,3.75018203,4.425,0.52895,4,0,1,0,0,0,0.5287275,,,
6/10/2011,3.89696,3.729388556,4.425,0.52804,5,0,2,0,0,0,0,,,
6/13/2011,3.90679,3.75369929,4.425,0.51821,1,0.05,3,0.1953395,0.05,0,0,,,
6/14/2011,3.97534,3.854925259,4.425,0.44966,2,0.7,4,2.9780775,0.75,0,0,,,
6/15/2011,3.9059,3.775380111,4.425,0.5191,3,0.25,5,3.9545525,1,3.9545525,0,,,
6/16/2011,3.88416,3.760909688,4.45,0.56584,4,0,1,0,0,0,0.4704475,,,
6/17/2011,3.90547,3.776497904,4.45,0.54453,5,0,2,0,0,0,0,,,
6/20/2011,3.92605,3.795693008,4.45,0.52395,1,0.05,3,0.1963025,0.05,0,0,,,
6/21/2011,3.93335,3.808125726,4.45,0.51665,2,0.7,4,2.9496475,0.75,0,0,,,
6/22/2011,3.91031,3.796049335,4.45,0.53969,3,0.25,5,3.927225,1,3.927225,0,,,
6/23/2011,3.84233,3.745571666,4.435,0.59267,4,0,1,0,0,0,0.522775,,,
6/24/2011,3.84131,3.725443083,4.435,0.59369,5,0,2,0,0,0,0,,,
6/27/2011,3.88515,3.774814806,4.435,0.54985,1,0.05,3,0.1942575,0.05,0,0,,,
6/28/2011,3.96459,3.879661861,4.435,0.47041,2,0.7,4,2.9694705,0.75,0,0,,,
6/29/2011,3.99007,3.911085317,4.435,0.44493,3,0.25,5,3.966988,1,3.966988,0,,,
6/30/2011,4.02102,3.942742763,4.525,0.50398,4,0,1,0,0,0,0.468012,,,
7/1/2011,4.04949,3.986371375,4.525,0.47551,5,0,2,0,0,0,0,,,
7/5/2011,4.01093,3.93627206,4.525,0.51407,2,0.7,3,2.807651,0.7,0,0,,,
7/6/2011,4.00075,3.928651542,4.525,0.52425,3,0.25,4,3.8078385,0.95,4.008251053,0,,,
7/7/2011,4.0553,3.984234534,4.435,0.3797,4,0,1,0,0,0,0.516748947,,,
7/8/2011,3.95604,3.864970166,4.435,0.47896,5,0,2,0,0,0,0,,,
7/11/2011,3.91248,3.825373578,4.435,0.52252,1,0.05,3,0.195624,0.05,0,0,,,
7/12/2011,3.89941,3.825462823,4.435,0.53559,2,0.7,4,2.925211,0.75,0,0,,,
7/13/2011,3.86432,3.803571863,4.435,0.57068,3,0.25,5,3.891291,1,3.891291,0,,,
7/14/2011,3.89854,3.833197903,4.445,0.54646,4,0,1,0,0,0,0.543709,,,
7/15/2011,3.88293,3.817947968,4.445,0.56207,5,0,2,0,0,0,0,,,
7/18/2011,3.91431,3.826061585,4.445,0.53069,1,0.05,3,0.1957155,0.05,0,0,,,
7/19/2011,3.9029,3.819951538,4.445,0.5421,2,0.7,4,2.9277455,0.75,0,0,,,
7/20/2011,3.91472,3.821245596,4.445,0.53028,3,0.25,5,3.9064255,1,3.9064255,0,,,
7/21/2011,3.95043,3.858499649,4.5,0.54957,4,0,1,0,0,0,0.5385745,,,
7/22/2011,3.92566,3.783180717,4.5,0.57434,5,0,2,0,0,0,0,,,
7/25/2011,3.96047,3.822942304,4.5,0.53953,1,0.05,3,0.1980235,0.05,0,0,,,
7/26/2011,3.9318,3.787007952,4.5,0.5682,2,0.7,4,2.9502835,0.75,0,0,,,
7/27/2011,3.97403,3.818958181,4.5,0.52597,3,0.25,5,3.943791,1,3.943791,0,,,
7/28/2011,3.93243,3.789718158,4.34,0.40757,4,0,1,0,0,0,0.556209,,,
7/29/2011,3.80882,3.678735569,4.34,0.53118,5,0,2,0,0,0,0,,,
8/1/2011,3.76447,3.622394105,4.34,0.57553,1,0.05,3,0.1882235,0.05,0,0,,,
8/2/2011,3.65709,3.539698235,4.34,0.68291,2,0.7,4,2.7481865,0.75,0,0,,,
8/3/2011,3.61499,3.505633005,4.34,0.72501,3,0.25,5,3.651934,1,3.651934,0,,,
8/4/2011,3.4866,3.399151346,4.245,0.7584,4,0,1,0,0,0,0.688066,,,
8/5/2011,3.64944,3.491082337,4.245,0.59556,5,0,2,0,0,0,0,,,
8/8/2011,3.5273,3.412358329,4.245,0.7177,1,0.05,3,0.176365,0.05,0,0,,,
