,RealCoupon,FNMA after change,FNMAError,
11/27/2006,5.68837,5.68837,0,0
11/24/2006,5.70001,5.70001,0,0
11/22/2006,5.70866,5.70866,0,0
11/21/2006,5.71028,5.71028,0,0
11/20/2006,5.71107,5.71107,0,0
11/17/2006,5.72502,5.72502,0,0
11/16/2006,5.79681,5.79681,0,0
11/15/2006,5.77565,5.77565,0,0
11/14/2006,5.74146,5.74146,0,0
11/13/2006,5.77515,5.77515,0,0
11/10/2006,5.74642,5.74642,0,0
11/9/2006,5.78174,5.78174,0,0
11/8/2006,5.79337,5.79337,0,0
11/7/2006,5.82192,5.82192,0,0
11/6/2006,5.87026,5.87026,0,0
11/3/2006,5.88299,5.88299,0,0
11/2/2006,5.78378,5.78378,0,0
11/1/2006,5.75928,5.75928,0,0
10/31/2006,5.80171,5.80171,0,0
10/30/2006,5.8671,5.8671,0,0
10/27/2006,5.86557,5.86557,0,0
10/26/2006,5.89961,5.89961,0,0
10/25/2006,5.95115,5.95115,0,0
10/24/2006,5.9672,5.9672,0,0
10/23/2006,5.96406,5.96406,0,0
10/20/2006,5.95696,5.95696,0,0
10/19/2006,5.96276,5.96276,0,0
10/18/2006,5.93335,5.93335,0,0
10/17/2006,5.94472,5.94472,0,0
10/16/2006,5.95948,5.95948,0,0
10/13/2006,5.98671,5.98671,0,0
10/12/2006,5.97705,5.97705,0,0
10/11/2006,5.96583,5.96583,0,0
10/10/2006,5.95749,5.95749,0,0
10/6/2006,5.90327,5.90327,0,0
10/5/2006,5.81752,5.81752,0,0
10/4/2006,5.77873,5.77873,0,0
10/3/2006,5.83864,5.83864,0,0
10/2/2006,5.84966,5.84966,0,0
9/29/2006,5.86441,5.86441,0,0
9/28/2006,5.84481,5.84481,0,0
9/27/2006,5.82374,5.82374,0,0
9/26/2006,5.81463,5.81463,0,0
9/25/2006,5.78502,5.78502,0,0
9/22/2006,5.82063,5.82063,0,0
9/21/2006,5.85597,5.85597,0,0
9/20/2006,5.93042,5.93042,0,0
9/19/2006,5.93924,5.93924,0,0
9/18/2006,5.97548,5.97548,0,0
9/15/2006,5.95972,5.95972,0,0
9/14/2006,5.97232,5.97232,0,0
9/13/2006,5.94056,5.94056,0,0
9/12/2006,5.94017,5.94017,0,0
9/11/2006,5.95898,5.95898,0,0
9/8/2006,5.93338,5.93338,0,0
9/7/2006,5.95526,5.95526,0,0
9/6/2006,5.96864,5.96864,0,0
9/5/2006,5.96084,5.96084,0,0
9/1/2006,5.92844,5.92844,0,0
8/31/2006,5.94217,5.94217,0,0
8/30/2006,5.97019,5.97019,0,0
8/29/2006,5.95256,5.95256,0,0
8/28/2006,5.96424,5.96424,0,0
8/25/2006,5.98067,5.98067,0,0
8/24/2006,5.96254,5.96254,0,0
8/23/2006,5.96807,5.96807,0,0
8/22/2006,5.96177,5.96177,0,0
8/21/2006,5.97864,5.97864,0,0
8/18/2006,5.95802,5.95802,0,0
8/17/2006,5.98775,5.98775,0,0
8/16/2006,5.96852,5.96852,0,0
8/15/2006,6.05662,6.05662,0,0
8/14/2006,6.15487,6.15487,0,0
8/11/2006,6.1083,6.1083,0,0
8/10/2006,6.06588,6.06588,0,0
8/9/2006,6.06042,6.06042,0,0
8/8/2006,6.06446,6.06446,0,0
8/7/2006,6.09028,6.09028,0,0
8/4/2006,6.052,6.052,0,0
8/3/2006,6.14072,6.14072,0,0
8/2/2006,6.1257,6.1257,0,0
8/1/2006,6.14776,6.14776,0,0
7/31/2006,6.157,6.157,0,0
7/28/2006,6.16396,6.16396,0,0
7/27/2006,6.23661,6.23661,0,0
7/26/2006,6.24659,6.24659,0,0
7/25/2006,6.28745,6.28745,0,0
7/24/2006,6.26827,6.26827,0,0
7/21/2006,6.26926,6.26926,0,0
7/20/2006,6.26198,6.26198,0,0
7/19/2006,6.30891,6.30891,0,0
7/18/2006,6.38524,6.38524,0,0
7/17/2006,6.33844,6.33844,0,0
7/14/2006,6.33093,6.33093,0,0
7/13/2006,6.33821,6.33821,0,0
7/12/2006,6.35306,6.35306,0,0
7/11/2006,6.35726,6.35726,0,0
7/10/2006,6.37626,6.37626,0,0
7/7/2006,6.37728,6.37728,0,0
7/6/2006,6.42768,6.42768,0,0
7/5/2006,6.46164,6.46164,0,0
7/3/2006,6.3934,6.3934,0,0
6/30/2006,6.37105,6.37105,0,0
6/29/2006,6.41651,6.41651,0,0
6/28/2006,6.46466,6.46466,0,0
6/27/2006,6.44877,6.44877,0,0
6/26/2006,6.48238,6.48238,0,0
6/23/2006,6.45996,6.45996,0,0
6/22/2006,6.41959,6.41959,0,0
6/21/2006,6.37557,6.37557,0,0
6/20/2006,6.36772,6.36772,0,0
6/19/2006,6.34836,6.34836,0,0
6/16/2006,6.33511,6.33511,0,0
6/15/2006,6.31432,6.31432,0,0
6/14/2006,6.27295,6.27295,0,0
6/13/2006,6.18622,6.18622,0,0
6/12/2006,6.20035,6.20035,0,0
6/9/2006,6.17939,6.17939,0,0
6/8/2006,6.18785,6.18785,0,0
6/7/2006,6.21197,6.21197,0,0
6/6/2006,6.18614,6.18614,0,0
6/5/2006,6.19509,6.19509,0,0
6/2/2006,6.16329,6.16329,0,0
6/1/2006,6.28186,6.28186,0,0
5/31/2006,6.28572,6.28572,0,0
5/30/2006,6.25047,6.25047,0,0
5/26/2006,6.21195,6.21195,0,0
5/25/2006,6.23265,6.23265,0,0
5/24/2006,6.21225,6.21225,0,0
5/23/2006,6.22234,6.22234,0,0
5/22/2006,6.20311,6.20311,0,0
5/19/2006,6.19903,6.19903,0,0
5/18/2006,6.18733,6.18733,0,0
5/17/2006,6.24194,6.24194,0,0
5/16/2006,6.19369,6.19369,0,0
5/15/2006,6.24133,6.24133,0,0
5/12/2006,6.26368,6.26368,0,0
5/11/2006,6.22021,6.22021,0,0
5/10/2006,6.19707,6.19707,0,0
5/9/2006,6.18872,6.18872,0,0
5/8/2006,6.18394,6.18394,0,0
5/5/2006,6.1718,6.1718,0,0
5/4/2006,6.21857,6.21857,0,0
5/3/2006,6.21175,6.21175,0,0
5/2/2006,6.17078,6.17078,0,0
5/1/2006,6.16765,6.16765,0,0
4/28/2006,6.10033,6.10033,0,0
4/27/2006,6.13335,6.13335,0,0
4/26/2006,6.17592,6.17592,0,0
4/25/2006,6.14044,6.14044,0,0
4/24/2006,6.06864,6.06864,0,0
4/21/2006,6.08935,6.08935,0,0
4/20/2006,6.11105,6.11105,0,0
4/19/2006,6.09526,6.09526,0,0
4/18/2006,6.06145,6.06145,0,0
4/17/2006,6.11546,6.11546,0,0
4/13/2006,6.14222,6.14222,0,0
4/12/2006,6.09232,6.09232,0,0
4/11/2006,6.06233,6.06233,0,0
4/10/2006,6.09392,6.09392,0,0
4/7/2006,6.08549,6.08549,0,0
4/6/2006,6.01797,6.01797,0,0
4/5/2006,5.99685,5.99685,0,0
4/4/2006,6.02555,6.02555,0,0
4/3/2006,6.03045,6.03045,0,0
3/31/2006,6.00641,6.00641,0,0
3/30/2006,6.00824,6.00824,0,0
3/29/2006,5.9759,5.9759,0,0
3/28/2006,5.94486,5.94486,0,0
3/27/2006,5.87878,5.87878,0,0
3/24/2006,5.86241,5.86241,0,0
3/23/2006,5.92181,5.92181,0,0
3/22/2006,5.89887,5.89887,0,0
3/21/2006,5.908,5.908,0,0
3/20/2006,5.84727,5.84727,0,0
3/17/2006,5.85862,5.85862,0,0
3/16/2006,5.83067,5.83067,0,0
3/15/2006,5.90812,5.90812,0,0
3/14/2006,5.87236,5.87236,0,0
3/13/2006,5.95766,5.95766,0,0
3/10/2006,5.93554,5.93554,0,0
3/9/2006,5.9135,5.9135,0,0
3/8/2006,5.94583,5.94583,0,0
3/7/2006,5.95092,5.95092,0,0
3/6/2006,5.94346,5.94346,0,0
3/3/2006,5.88613,5.88613,0,0
3/2/2006,5.85392,5.85392,0,0
3/1/2006,5.80004,5.80004,0,0
2/28/2006,5.73453,5.73453,0,0
2/27/2006,5.77249,5.77249,0,0
2/24/2006,5.76417,5.76417,0,0
2/23/2006,5.79537,5.79537,0,0
2/22/2006,5.77416,5.77416,0,0
2/21/2006,5.80752,5.80752,0,0
2/17/2006,5.78083,5.78083,0,0
2/16/2006,5.84815,5.84815,0,0
2/15/2006,5.86838,5.86838,0,0
2/14/2006,5.87946,5.87946,0,0
2/13/2006,5.84977,5.84977,0,0
2/10/2006,5.8435,5.8435,0,0
2/9/2006,5.81487,5.81487,0,0
2/8/2006,5.82338,5.82338,0,0
2/7/2006,5.80179,5.80179,0,0
2/6/2006,5.80186,5.80186,0,0
2/3/2006,5.79888,5.79888,0,0
2/2/2006,5.80672,5.80672,0,0
2/1/2006,5.80873,5.80873,0,0
1/31/2006,5.76373,5.76373,0,0
1/30/2006,5.75539,5.75539,0,0
1/27/2006,5.73348,5.73348,0,0
1/26/2006,5.75541,5.75541,0,0
1/25/2006,5.7074,5.7074,0,0
1/24/2006,5.61489,5.61489,0,0
1/23/2006,5.58096,5.58096,0,0
1/20/2006,5.58423,5.58423,0,0
1/19/2006,5.62211,5.62211,0,0
1/18/2006,5.58661,5.58661,0,0
1/17/2006,5.57624,5.57624,0,0
1/13/2006,5.5807,5.5807,0,0
1/12/2006,5.64441,5.64441,0,0
1/11/2006,5.707,5.707,0,0
1/10/2006,5.68246,5.68246,0,0
1/9/2006,5.62104,5.62104,0,0
1/6/2006,5.63322,5.63322,0,0
1/5/2006,5.63968,5.63968,0,0
1/4/2006,5.65324,5.65324,0,0
1/3/2006,5.70253,5.70253,0,0
,,,0,0
,,,0,0
8/3/2010,3.52286,3.52314,0,-0.00028
9/25/2012,1.97862,1.97956,-2,-0.00094
8/16/2010,3.30867,3.30976,-2,-0.00109
9/26/2012,1.9725,1.97366,-2,-0.00116
10/1/2012,1.97791,1.97911,-2,-0.0012
8/17/2010,3.40141,3.40274,-2,-0.00133
8/18/2010,3.44987,3.45131,-2,-0.00144
10/3/2012,1.97292,1.97444,-2,-0.00152
8/6/2010,3.48719,3.48958,-2,-0.00239
8/27/2010,3.47055,3.47364,-2,-0.00309
8/20/2010,3.42281,3.42593,-2,-0.00312
8/9/2010,3.48853,3.4918,-2,-0.00327
9/3/2010,3.48233,3.48595,-2,-0.00362
7/30/2010,3.48603,3.48969,-2,-0.00366
8/23/2010,3.42399,3.42819,-2,-0.0042
10/2/2012,1.89432,1.89927,-2,-0.00495
8/19/2010,3.30888,3.31465,-2,-0.00577
8/10/2010,3.44746,3.4543,-2,-0.00684
8/12/2010,3.44748,3.45473,-2,-0.00725
12/31/2008,4.00708,4.01505,0,-0.00797
8/24/2010,3.3561,3.36483,-2,-0.00873
8/25/2010,3.36868,3.37757,-2,-0.00889
12/17/2008,3.79209,3.80274,-2,-0.01065
8/26/2010,3.30296,3.31484,-2,-0.01188
9/2/2010,3.37636,3.38905,-2,-0.01269
8/13/2010,3.37661,3.38997,-2,-0.01336
12/19/2008,3.79982,3.81329,0,-0.01347
8/30/2010,3.33669,3.35098,-2,-0.01429
12/18/2008,3.77292,3.78839,0,-0.01547
9/1/2010,3.30826,3.32481,-2,-0.01655
8/11/2010,3.34099,3.35855,-2,-0.01756
8/31/2010,3.19108,3.21591,-2,-0.02483
12/26/2008,3.87289,3.90336,-2,-0.03047
12/30/2008,3.89246,3.95173,0,-0.05927
12/29/2008,3.75228,3.82881,-2,-0.07653
