'loanID','beginLoanAge','JudicialFlag','origbalance','loanpurpose','occupancyStatus','propertyType','beginCoupon','currentValue','UPB','expenses','netSaleProceeds','timeDQ','ActuralLoss'
'F106Q2252113',66,'0',157000.00,'PURCH','OWNER','SFR',6.875,128326.84,148445.06,-12105.00,'65100',16,66876.71
'F106Q2252250',31,'0',195000.00,'RE-FI-CO','OWNER','SFR',6.500,240964.28,190494.70,-5034.00,'122000',8,80048.98
'F106Q2252381',76,'1',60000.00,'RE-FI-NCO','OWNER','SFR',7.000,68235.00,55851.96,-13099.00,'12700',18,58701.97
'F106Q2252485',97,'1',99000.00,'RE-FI-CO','OWNER','SFR',2.000,90270.00,101714.88,-330.00,'',14,104121.56
'F106Q2252566',47,'0',142000.00,'RE-FI-CO','OWNER','SFR',6.750,160198.42,138303.65,-11955.00,'27700',20,137541.54
'F106Q2252703',48,'0',204000.00,'PURCH','OWNER','PUD',6.875,195993.00,195962.57,-776.00,'140000',8,65393.58
'F106Q2252708',93,'0',220000.00,'PURCH','2ND','SFR',6.875,231330.00,211345.73,-39250.00,'128600',61,189854.81
'F106Q2252798',53,'1',151000.00,'PURCH','OWNER','SFR',6.875,195431.75,147175.17,-26332.00,'119400',25,67488.41
'F106Q2252956',61,'0',335000.00,'RE-FI-CO','OWNER','SFR',6.500,247667.36,323918.14,-2131.00,'179000',7,157905.66
'F106Q2253053',70,'0',136000.00,'RE-FI-CO','OWNER','SFR',6.625,116353.51,127431.64,-6041.00,'73400',11,66255.42
'F106Q2253201',80,'0',114000.00,'RE-FI-NCO','OWNER','SFR',6.875,109396.70,107889.61,-22519.00,'39100',27,106359.90
'F106Q2253354',76,'1',145000.00,'RE-FI-CO','OWNER','SFR',6.000,91216.66,139834.89,-16326.00,'39600',44,99290.75
'F106Q2253518',65,'0',116000.00,'PURCH','OWNER','SFR',6.500,122049.62,112059.43,-11295.00,'65800',33,73062.64
'F106Q2253574',88,'1',104000.00,'PURCH','OWNER','SFR',6.625,107306.10,94651.71,-20842.00,'48600',34,47208.18
'F106Q2253599',48,'0',250000.00,'RE-FI-NCO','OWNER','PUD',6.625,153815.79,240632.56,-2886.00,'119500',13,140250.25
'F106Q2253734',50,'0',155000.00,'RE-FI-CO','OWNER','SFR',6.875,144523.49,148337.09,-4360.00,'24300',6,110703.76
'F106Q2254288',75,'0',139000.00,'PURCH','OWNER','SFR',7.375,138982.63,129585.23,-2322.00,'103500',12,36369.18
'F106Q2254436',29,'0',262000.00,'RE-FI-NCO','OWNER','SFR',7.375,321736.00,257712.00,-8827.00,'247800',8,29952.32
'F106Q2255267',72,'0',223000.00,'PURCH','OWNER','PUD',6.875,292501.67,209007.71,-18915.00,'236700',12,-487.53
'F106Q2255479',61,'1',297000.00,'PURCH','OWNER','PUD',5.875,208679.63,286044.85,-33499.00,'134400',30,223393.91
'F106Q2256032',83,'0',104000.00,'RE-FI-NCO','OWNER','CONDO',5.000,106314.00,109634.80,-34273.00,'47800',48,113469.41
'F106Q2256208',43,'1',408000.00,'PURCH','OWNER','SFR',6.625,355990.73,400152.38,-35710.00,'261400',25,89708.62
'F106Q2256318',79,'1',187000.00,'RE-FI-CO','OWNER','SFR',4.750,142094.03,189568.01,-18980.00,'49900',32,177213.17
'F106Q2256379',41,'1',236000.00,'PURCH','OWNER','PUD',6.875,186979.42,230007.53,-6579.00,'120400',13,131954.35
'F106Q2256394',64,'0',304000.00,'PURCH','OWNER','PUD',6.875,152000.00,292234.16,-9242.00,'108500',24,230387.19
'F106Q2256405',26,'0',182000.00,'RE-FI-CO','OWNER','SFR',6.875,196764.49,179777.81,-8862.00,'148900',13,3401.61
'F106Q2256466',40,'1',81000.00,'PURCH','OWNER','CO-OP',6.500,78245.99,78119.88,-1206.00,'61000',8,439.88
'F106Q2256639',45,'0',84000.00,'PURCH','OWNER','SFR',7.125,107761.50,82116.53,-24703.00,'88000',20,25498.72
'F106Q2256659',81,'1',61000.00,'PURCH','2ND','CONDO',7.625,47695.57,57268.50,-8880.00,'6400',17,45135.87
'F106Q2257171',61,'0',183000.00,'PURCH','OWNER','PUD',6.250,180552.38,168471.87,-2199.00,'127500',7,48496.39
'F106Q2257203',71,'0',198000.00,'RE-FI-CO','OWNER','SFR',4.125,151140.00,197189.49,-19663.00,'98300',32,132507.74
'F106Q2257262',13,'0',139000.00,'PURCH','OWNER','SFR',6.625,133718.00,137681.98,-11845.00,'89700',10,-4585.66
'F106Q2257421',67,'0',103000.00,'PURCH','OWNER','CONDO',6.750,95210.63,98275.51,-18266.00,'39800',18,83539.37
'F106Q2257567',74,'0',139000.00,'PURCH','OWNER','SFR',6.875,132745.00,130902.20,-13645.00,'68200',16,86405.23
'F106Q2257748',65,'0',272000.00,'PURCH','OWNER','SFR',6.375,166600.00,254864.40,-2157.00,'133400',8,132852.35
'F106Q2258246',93,'1',374000.00,'PURCH','OWNER','SFR',6.375,270485.11,364276.98,-44018.00,'218500',69,231380.78
'F106Q2258742',65,'0',371000.00,'RE-FI-NCO','OWNER','SFR',6.875,307466.25,351702.34,-1958.00,'147300',15,234398.69
'F106Q2258949',57,'1',146000.00,'RE-FI-NCO','OWNER','SFR',6.750,125012.50,141270.32,-19386.00,'92200',27,87465.10
'F106Q2258968',21,'0',80000.00,'RE-FI-NCO','OWNER','MH',6.750,144440.00,78903.01,-3130.00,'62900',7,22124.75
'F106Q2259104',75,'1',170000.00,'PURCH','OWNER','CONDO',6.875,157675.00,161331.66,-22380.00,'40000',31,162115.90
'F106Q2259327',61,'0',108000.00,'PURCH','OWNER','SFR',6.750,108021.60,102631.01,-10935.00,'77400',12,2218.03
'F106Q2259396',49,'0',96000.00,'RE-FI-CO','OWNER','SFR',6.750,145321.96,92356.69,-11940.00,'36300',12,72477.87
'F106Q2259453',55,'1',92000.00,'PURCH','OWNER','CONDO',7.250,66953.00,89387.80,-13132.00,'28300',23,85506.66
'F106Q2259457',85,'1',82000.00,'RE-FI-NCO','OWNER','MH',6.875,111144.16,76992.29,-21295.00,'40900',28,64665.01
'F106Q2259600',96,'1',200000.00,'PURCH','OWNER','SFR',6.250,244666.66,181831.80,-7905.00,'180800',31,37120.73
'F106Q2259863',75,'1',207000.00,'PURCH','OWNER','SFR',6.875,161220.31,196348.46,-20025.00,'50000',24,101360.63
'F106Q2259872',45,'1',289000.00,'RE-FI-NCO','OWNER','SFR',7.250,357865.65,283195.87,-23858.00,'111200',22,14392.34
'F106Q2259912',61,'0',224000.00,'PURCH','OWNER','SFR',7.000,99928.89,215174.30,-11624.00,'45800',18,145876.70
'F106Q2260783',76,'0',141000.00,'RE-FI-CO','OWNER','SFR',7.000,114967.88,131875.51,-8436.00,'58500',14,91673.71
'F106Q2260897',84,'0',127000.00,'PURCH','OWNER','PUD',2.875,146100.80,121779.09,-7691.00,'98500',11,1619.40
'F106Q2261535',28,'0',350000.00,'PURCH','INV','PUD',6.875,334862.50,343722.14,-8777.00,'189200',10,181267.47
'F106Q2261806',91,'1',250000.00,'RE-FI-CO','OWNER','SFR',3.250,281281.25,235574.43,-18272.00,'126800',21,137835.09
'F106Q2261908',6,'0',370000.00,'PURCH','OWNER','SFR',7.250,377474.00,368241.81,-6646.00,'313900',6,-1289.73
'F106Q2263019',62,'0',94000.00,'RE-FI-NCO','INV','SFR',7.000,95823.60,88914.57,-2755.00,'34000',7,-2482.42
'F106Q2263232',69,'1',196000.00,'RE-FI-CO','OWNER','SFR',6.750,125415.50,184697.43,-4150.00,'52100',13,149070.21
'F106Q2263274',45,'1',88000.00,'RE-FI-CO','OWNER','CONDO',6.875,89925.00,86033.21,-11167.00,'0',23,981.64
'F106Q2263716',85,'0',72000.00,'PURCH','OWNER','SFR',7.250,86160.00,67225.13,-22688.00,'18400',32,80645.82
'F106Q2263759',56,'0',137000.00,'PURCH','OWNER','SFR',6.375,137951.78,131945.06,-13129.00,'82000',17,30973.04
'F106Q2263832',23,'0',368000.00,'PURCH','OWNER','SFR',7.125,332902.00,365158.40,-17422.00,'196600',15,971.20
'F106Q2263935',51,'1',225000.00,'RE-FI-CO','OWNER','PUD',6.875,174575.34,219674.54,-3408.00,'111200',23,138929.63
'F106Q2264275',80,'1',128000.00,'RE-FI-CO','OWNER','CONDO',6.875,93320.53,120174.49,-4076.00,'50300',20,86903.76
'F106Q2264361',94,'1',100000.00,'PURCH','OWNER','SFR',6.500,86612.50,95637.65,-19565.00,'89400',53,51312.63
'F106Q2264366',25,'0',105000.00,'PURCH','OWNER','PUD',6.500,134452.50,103039.02,-4988.00,'98300',9,14556.97
'F106Q2264380',57,'1',140000.00,'RE-FI-CO','OWNER','SFR',6.875,98245.00,136798.13,-25580.00,'25200',33,161370.04
'F106Q2264444',54,'0',149000.00,'RE-FI-NCO','OWNER','SFR',6.500,151636.15,143631.27,-20286.00,'121200',16,48131.54
'F106Q2264463',60,'1',113000.00,'RE-FI-CO','OWNER','SFR',6.000,139804.26,127242.39,-8227.00,'46300',15,97341.94
'F106Q2265531',84,'1',251000.00,'PURCH','OWNER','PUD',7.125,156706.80,238284.10,-16845.00,'119000',31,120941.35
'F106Q2265636',47,'1',202000.00,'PURCH','OWNER','SFR',6.875,131772.76,197375.34,-14286.00,'61200',21,101866.54
'F106Q2265689',58,'1',114000.00,'PURCH','OWNER','SFR',6.875,96476.90,109693.26,-20032.00,'26300',16,87539.83
'F106Q2265743',50,'1',113000.00,'PURCH','OWNER','SFR',6.625,114144.13,108605.12,-6360.00,'10600',13,110856.66
'F106Q2265946',77,'1',46000.00,'RE-FI-NCO','INV','SFR',6.875,46523.25,43439.92,-14696.00,'7000',29,57540.83
'F106Q2266018',73,'1',203000.00,'PURCH','OWNER','SFR',5.990,187597.38,187814.10,-11903.00,'96700',16,117391.14
'F106Q2266312',42,'0',324000.00,'PURCH','OWNER','SFR',6.625,243324.00,315700.12,-8654.00,'254100',16,94089.63
'F106Q2266600',80,'1',203000.00,'PURCH','OWNER','PUD',3.125,153190.21,189491.34,-145.00,'148900',6,-4149.72
'F106Q2266726',67,'1',116000.00,'PURCH','OWNER','SFR',6.250,107561.00,112119.07,-18010.00,'15600',36,132072.50
'F106Q2266779',32,'1',184000.00,'PURCH','OWNER','SFR',6.125,213946.00,179446.38,-8166.00,'133000',9,58648.24
'F106Q2267130',40,'1',293000.00,'RE-FI-NCO','OWNER','SFR',6.500,316933.47,286986.52,-28337.00,'203900',16,30161.06
'F106Q2267656',95,'1',417000.00,'PURCH','OWNER','SFR',6.125,490444.13,399731.78,-110.00,'',27,452681.32
'F106Q2267736',77,'0',220000.00,'PURCH','2ND','SFR',6.250,159445.00,202278.27,-2105.00,'128400',8,82859.39
'F106Q2268241',30,'1',209000.00,'PURCH','OWNER','SFR',6.875,257775.38,207382.95,-2247.00,'169100',14,3763.92
'F106Q2268533',39,'0',212000.00,'RE-FI-CO','OWNER','SFR',7.375,143264.89,207393.21,-11554.00,'85000',12,93346.98
'F106Q2268539',61,'0',114000.00,'RE-FI-CO','OWNER','SFR',7.000,127965.00,107899.51,-24446.00,'66700',19,76186.27
'F106Q2268897',37,'0',122000.00,'PURCH','OWNER','SFR',6.875,87424.94,119937.80,-17230.00,'18000',18,103130.62
'F106Q2269159',57,'1',208000.00,'PURCH','OWNER','SFR',4.375,148538.00,206570.32,-145.00,'92700',5,117565.75
'F106Q2269236',68,'1',224000.00,'PURCH','2ND','SFR',6.375,152740.00,209805.05,-2937.00,'84400',13,142263.49
'F106Q2269619',87,'1',120000.00,'PURCH','OWNER','SFR',6.875,93240.00,114094.91,-31035.00,'68500',41,101099.77
'F106Q2269834',46,'0',320000.00,'RE-FI-NCO','OWNER','SFR',6.250,273920.00,305028.11,-210.00,'221100',3,88713.53
'F106Q2269882',77,'1',240000.00,'RE-FI-CO','OWNER','SFR',6.250,278005.06,223248.57,-14713.00,'140700',16,114047.46
'F106Q2270451',43,'0',218000.00,'PURCH','OWNER','SFR',6.125,241135.25,210077.57,-11012.00,'188900',12,41878.62
'F106Q2271170',51,'0',417000.00,'RE-FI-NCO','OWNER','SFR',5.750,357332.20,398912.28,-9161.00,'306200',10,116234.76
'F106Q2271413',90,'1',180000.00,'PURCH','OWNER','SFR',6.375,232752.00,167880.01,-44113.00,'173900',30,61010.64
'F106Q2271614',66,'0',97000.00,'PURCH','OWNER','CONDO',6.500,92234.88,90119.33,-145.00,'44900',,
'F106Q2271668',70,'0',178000.00,'PURCH','OWNER','SFR',6.500,166563.50,168212.10,-14773.00,'87000',17,109321.88
'F106Q2272102',59,'0',417000.00,'RE-FI-NCO','OWNER','SFR',6.375,336559.35,430963.36,-5924.00,'344000',9,107526.74
'F106Q2272246',63,'0',287000.00,'PURCH','2ND','CONDO',6.375,200218.38,268423.01,-3470.00,'142100',5,134026.39
'F106Q2272307',59,'0',63000.00,'PURCH','OWNER','SFR',6.500,65279.69,71777.05,-21296.00,'47000',23,28154.34
'F106Q2272681',78,'0',175000.00,'PURCH','OWNER','SFR',6.500,168240.63,160519.10,-1454.00,'110200',5,54997.28
'F106Q2273107',76,'0',155000.00,'PURCH','OWNER','SFR',7.000,192268.89,158264.45,-52318.00,'121900',24,65340.15
'F106Q2273594',67,'1',108000.00,'RE-FI-NCO','OWNER','SFR',6.750,112171.50,102474.61,-12762.00,'0',17,3662.81
'F106Q2273609',37,'0',198000.00,'PURCH','OWNER','SFR',6.500,176559.43,191661.06,-3311.00,'139600',8,62068.94
'F106Q2273709',47,'0',140000.00,'PURCH','OWNER','SFR',6.500,185465.00,133730.62,-4642.00,'117600',11,28193.27
'F106Q2273802',64,'1',226000.00,'PURCH','OWNER','SFR',6.375,154245.00,214209.86,-5735.00,'109700',17,127655.03
'F106Q2274178',61,'1',180000.00,'PURCH','OWNER','CONDO',6.500,220387.50,171256.18,-10853.00,'106400',17,89761.49
'F106Q2275264',55,'1',144000.00,'RE-FI-CO','OWNER','SFR',6.500,167344.00,138363.80,-15865.00,'82800',17,42668.76
'F106Q2275652',23,'0',314000.00,'PURCH','OWNER','SFR',6.500,307587.78,307214.78,-2715.00,'267500',3,-1325.99
'F106Q2275920',31,'0',177000.00,'PURCH','OWNER','SFR',6.875,256030.50,173425.92,-22418.00,'191000',11,13395.93
'F106Q2276358',48,'1',59000.00,'RE-FI-NCO','INV','SFR',7.250,69261.21,57600.60,-12690.00,'12700',21,63935.67
'F106Q2276415',55,'1',216000.00,'PURCH','OWNER','CONDO',6.750,212193.00,204553.95,-145.00,'159700',3,48322.95
'F106Q2276505',66,'0',67000.00,'PURCH','OWNER','CONDO',6.750,97508.37,63755.88,-13307.00,'75000',18,6903.08
'F106Q2276642',55,'0',107000.00,'PURCH','OWNER','SFR',7.000,142671.13,103630.02,-16622.00,'82000',20,46986.40
'F106Q2277145',77,'1',133000.00,'PURCH','OWNER','SFR',6.750,127652.00,124854.36,-32270.00,'79500',18,47667.66
'F106Q2277526',25,'0',164000.00,'PURCH','OWNER','SFR',5.990,160248.50,161458.72,-17346.00,'121500',11,62339.14
'F106Q2278479',93,'1',356000.00,'RE-FI-NCO','OWNER','SFR',6.750,313359.11,345161.87,-58115.00,'222200',49,219320.58
'F106Q2278727',39,'1',196000.00,'PURCH','OWNER','SFR',6.750,147043.55,192453.57,-3538.00,'94800',9,-54294.32
'F106Q2278759',44,'1',210000.00,'PURCH','INV','SFR',7.250,142884.00,207522.33,-11916.00,'33000',19,206605.72
'F106Q2278809',57,'1',265000.00,'RE-FI-NCO','OWNER','SFR',6.375,183155.76,261132.11,-26393.00,'139000',26,180847.52
'F106Q2279124',95,'0',232000.00,'RE-FI-CO','OWNER','SFR',6.500,320010.32,213590.32,-620.00,'206400',24,34509.11
'F106Q2280592',84,'1',93000.00,'RE-FI-NCO','OWNER','SFR',6.125,93235.05,87664.10,-24364.00,'64800',33,59984.33
'F106Q2281393',62,'1',130000.00,'PURCH','OWNER','SFR',6.125,119941.41,124285.06,-13751.00,'46400',20,101526.64
'F106Q2281494',98,'1',236000.00,'RE-FI-NCO','OWNER','PUD',5.750,214412.21,225191.62,-20250.00,'140000',60,167369.32
'F106Q2281731',76,'0',78000.00,'PURCH','OWNER','SFR',6.375,74427.60,72430.31,-11711.00,'47900',14,37603.06
'F106Q2281775',73,'1',130000.00,'PURCH','OWNER','SFR',6.000,116727.00,125527.27,-15383.00,'87300',22,64417.94
'F106Q3000844',95,'1',99000.00,'RE-FI-NCO','OWNER','SFR',4.250,141045.00,91254.47,-4162.00,'35800',19,65395.92
'F106Q3000971',79,'0',63000.00,'RE-FI-CO','OWNER','SFR',7.375,64449.00,58074.27,-5787.00,'17600',19,37255.76
'F106Q3001081',54,'1',76000.00,'PURCH','OWNER','SFR',6.875,72224.00,73544.75,-12693.00,'64000',17,-4653.77
'F106Q3001218',33,'1',127000.00,'PURCH','OWNER','SFR',7.250,157241.88,125536.14,-11221.00,'95000',22,56157.61
'F106Q3001593',49,'0',149000.00,'RE-FI-CO','OWNER','SFR',6.750,155241.44,143877.93,-20122.00,'95600',17,33691.69
'F106Q3001658',49,'0',368000.00,'PURCH','OWNER','SFR',6.750,436126.00,356164.91,-16951.00,'269300',16,132698.54
'F106Q3001756',11,'1',58000.00,'PURCH','OWNER','SFR',7.250,71898.25,58320.00,-2845.00,'44600',12,20647.40
'F106Q3001875',59,'1',198000.00,'RE-FI-CO','OWNER','SFR',6.625,168651.29,190850.59,-8120.00,'124400',23,93795.15
'F106Q3002166',66,'0',270000.00,'RE-FI-CO','OWNER','SFR',6.750,214500.00,246550.04,-1076.00,'155700',5,96814.44
'F106Q3002299',52,'1',75000.00,'RE-FI-NCO','INV','SFR',7.875,87496.88,73041.17,-9731.00,'19000',19,72540.37
'F106Q3002586',68,'0',288000.00,'RE-FI-NCO','OWNER','SFR',6.500,179784.00,268104.40,-315.00,'115600',5,159801.29
'F106Q3002784',35,'1',60000.00,'RE-FI-CO','INV','SFR',6.750,78615.00,58316.89,-170.00,'37500',6,22569.19
'F106Q3003328',17,'0',119000.00,'RE-FI-NCO','OWNER','SFR',6.375,132296.95,117785.18,-4953.00,'68500',9,21913.94
'F106Q3003549',68,'0',42000.00,'RE-FI-CO','INV','SFR',6.875,38661.00,38599.03,-15799.00,'0',49,62599.87
'F106Q3003730',30,'0',123000.00,'RE-FI-CO','OWNER','SFR',7.000,197348.76,121092.40,-19684.00,'106600',13,33536.28
'F106Q3003958',66,'1',180000.00,'RE-FI-CO','OWNER','SFR',7.000,165320.00,171463.16,-10638.00,'45600',17,118707.32
'F106Q3004029',63,'0',178000.00,'RE-FI-CO','OWNER','SFR',7.000,193110.21,173464.01,-20010.00,'102000',35,77487.74
'F106Q3004240',35,'0',327000.00,'PURCH','OWNER','SFR',6.375,454284.75,321823.27,-37607.00,'269200',19,121038.42
'F106Q3005486',42,'0',159000.00,'PURCH','OWNER','SFR',7.375,149634.90,155863.01,-10628.00,'71800',18,51091.87
'F106Q3006670',54,'1',104000.00,'RE-FI-NCO','OWNER','SFR',7.125,114166.00,101055.02,-10460.00,'31300',25,94140.05
'F106Q3006736',57,'0',118000.00,'RE-FI-CO','INV','SFR',6.500,118356.22,114097.25,-6861.00,'60600',25,74685.66
'F106Q3006998',93,'1',332000.00,'RE-FI-CO','OWNER','SFR',2.000,307588.23,316594.42,-14024.00,'132700',9,188013.72
'F106Q3007304',29,'0',370000.00,'PURCH','OWNER','SFR',6.625,385656.84,366262.54,-25878.00,'275400',21,15989.70
'F106Q3007622',55,'0',152000.00,'RE-FI-CO','OWNER','PUD',6.500,153026.00,145881.31,-9001.00,'69200',16,97610.09
'F106Q3007627',92,'1',152000.00,'PURCH','OWNER','SFR',6.625,109706.00,138747.83,-19659.00,'56600',27,116109.47
'F106Q3008129',49,'0',246000.00,'RE-FI-CO','OWNER','SFR',6.625,187503.11,237907.25,-2940.00,'65800',16,190872.37
'F106Q3008562',82,'1',158000.00,'PURCH','OWNER','SFR',7.000,172417.50,146836.71,-26912.00,'81200',12,99922.19
'F106Q3008996',72,'1',142000.00,'RE-FI-CO','OWNER','PUD',4.375,108989.61,144369.81,-31270.00,'61200',50,135337.37
'F106Q3009443',84,'1',29000.00,'PURCH','INV','SFR',6.850,33893.75,27222.39,-4708.00,'12000',18,22625.41
'F106Q3009635',56,'0',336000.00,'RE-FI-CO','OWNER','SFR',7.000,368160.00,323632.22,-46840.00,'232000',17,152089.54
'F106Q3010017',60,'0',200000.00,'RE-FI-CO','OWNER','SFR',6.625,145239.44,194672.84,-22318.00,'52000',33,193276.42
'F106Q3010691',73,'1',70000.00,'RE-FI-NCO','OWNER','SFR',6.875,78843.03,67229.01,-19890.00,'26700',27,69057.33
'F106Q3011143',82,'0',180000.00,'RE-FI-NCO','OWNER','SFR',6.625,150214.73,172629.31,-35792.00,'92600',44,94860.41
'F106Q3011752',61,'0',304000.00,'PURCH','OWNER','PUD',6.500,193040.00,295544.71,-29438.00,'161500',32,209933.16
'F106Q3011996',28,'0',264000.00,'RE-FI-CO','OWNER','SFR',6.375,326172.00,258309.58,-9074.00,'192800',16,95678.86
'F106Q3012002',83,'1',292000.00,'RE-FI-NCO','OWNER','SFR',6.625,283402.22,268380.59,-35365.00,'199400',28,65142.20
'F106Q3012080',66,'1',184000.00,'PURCH','OWNER','SFR',6.875,191429.00,174450.20,-8383.00,'124000',14,69860.75
'F106Q3012102',94,'1',315000.00,'RE-FI-NCO','OWNER','SFR',2.750,360556.88,364810.95,-36671.00,'',44,433816.95
'F106Q3012106',48,'0',272000.00,'RE-FI-CO','OWNER','SFR',6.875,243492.31,265127.43,-20216.00,'202400',23,116491.09
'F106Q3012108',38,'1',192000.00,'RE-FI-CO','OWNER','PUD',6.750,205771.85,187194.41,-349.00,'172800',12,2659.05
'F106Q3012209',86,'1',76000.00,'PURCH','OWNER','SFR',6.750,50960.00,70406.22,-11405.00,'28200',17,34593.46
'F106Q3012900',83,'0',131000.00,'PURCH','OWNER','MH',7.250,121873.66,124119.07,-16457.00,'43200',33,92575.99
'F106Q3012916',58,'1',175000.00,'RE-FI-CO','OWNER','CONDO',6.625,131375.00,161893.30,-836.00,'79400',12,93330.00
'F106Q3013495',37,'0',184000.00,'PURCH','OWNER','SFR',6.750,183954.00,178459.31,-17915.00,'104500',16,102565.78
'F106Q3013860',71,'0',181000.00,'RE-FI-CO','OWNER','SFR',6.875,203353.50,175886.29,-34819.00,'106800',44,145072.00
'F106Q3014229',27,'1',348000.00,'PURCH','OWNER','PUD',6.375,334558.50,341554.10,-7138.00,'333400',9,29700.24
'F106Q3014434',78,'0',57000.00,'RE-FI-CO','OWNER','SFR',7.625,67536.61,54858.36,-21297.00,'6900',34,78577.47
'F106Q3014550',51,'1',138000.00,'PURCH','OWNER','CONDO',6.750,105466.50,129895.42,-145.00,'44200',5,89358.42
'F106Q3015364',67,'1',87000.00,'PURCH','OWNER','SFR',7.375,80013.09,83903.11,-22566.00,'18900',31,81601.53
'F106Q3015634',80,'0',284000.00,'PURCH','OWNER','SFR',6.500,248784.00,262719.21,-1108.00,'125900',13,155715.49
'F106Q3015740',94,'1',138000.00,'RE-FI-NCO','OWNER','SFR',6.625,196382.45,131977.51,-200.00,'76700',54,93338.56
'F106Q3015812',47,'0',136000.00,'PURCH','OWNER','SFR',6.875,108253.19,131941.75,-14028.00,'67400',17,36977.03
'F106Q3015850',84,'0',129000.00,'RE-FI-NCO','OWNER','SFR',6.750,125817.06,119204.19,-14275.00,'69300',16,47827.22
'F106Q3016145',51,'0',113000.00,'PURCH','OWNER','PUD',6.500,133234.53,107904.06,-10807.00,'80900',12,44252.06
'F106Q3016246',53,'1',123000.00,'PURCH','OWNER','CONDO',6.625,97366.80,120333.28,-18756.00,'51400',34,107490.48
'F106Q3016303',52,'0',134000.00,'RE-FI-CO','OWNER','SFR',6.625,155138.50,127036.16,-3011.00,'115600',8,19043.20
'F106Q3016320',81,'0',123000.00,'PURCH','OWNER','CONDO',6.500,166968.40,111938.59,-1650.00,'81600',4,33286.64
'F106Q3016453',43,'1',132000.00,'PURCH','OWNER','PUD',6.625,110269.50,135747.35,-10746.00,'67500',14,87768.56
'F106Q3016843',89,'0',168000.00,'PURCH','INV','CONDO',6.875,113883.00,153488.99,-898.00,'73600',9,88253.47
'F106Q3017428',52,'0',340000.00,'RE-FI-NCO','OWNER','PUD',6.375,224442.50,328191.93,-1959.00,'142400',19,219578.71
'F106Q3017837',52,'1',306000.00,'PURCH','OWNER','CONDO',6.750,329982.75,296762.87,-21780.00,'223800',27,138144.44
'F106Q3018521',64,'0',122000.00,'PURCH','OWNER','SFR',6.750,155885.50,116389.55,-8084.00,'106100',21,30016.86
'F106Q3019195',82,'1',100000.00,'PURCH','INV','CONDO',7.125,79350.00,96385.62,-17651.00,'87800',44,47100.83
'F106Q3019325',34,'1',95000.00,'PURCH','OWNER','CONDO',7.875,58770.00,93846.57,-20498.00,'18400',21,5107.22
'F106Q3019398',92,'1',86000.00,'PURCH','OWNER','CONDO',4.500,86601.99,86811.63,-8294.00,'35200',18,40976.87
'F106Q3019904',70,'1',100000.00,'PURCH','OWNER','PUD',6.875,72475.00,96856.28,-16857.00,'34800',37,95608.19
'F106Q3019942',47,'1',270000.00,'PURCH','OWNER','SFR',7.000,229187.36,262044.15,-510.00,'138000',16,60457.12
'F106Q3020286',90,'1',170000.00,'RE-FI-CO','2ND','SFR',7.000,137675.71,161615.31,-39031.00,'93900',44,141950.10
'F106Q3020559',70,'1',180000.00,'RE-FI-CO','INV','SFR',7.375,127327.50,173900.47,-15735.00,'76000',42,155183.90
'F106Q3020860',69,'1',417000.00,'PURCH','OWNER','PUD',6.875,281694.47,406492.78,-75451.00,'252700',46,332343.01
'F106Q3020891',39,'1',212000.00,'PURCH','INV','SFR',6.875,171163.50,205705.20,-6818.00,'128100',7,88693.85
'F106Q3021115',51,'0',188000.00,'PURCH','OWNER','SFR',7.000,171656.53,181551.12,-14419.00,'55300',17,154233.95
'F106Q3021148',38,'0',395000.00,'RE-FI-CO','OWNER','SFR',7.125,484950.00,388584.69,-11149.00,'244500',20,194944.02
'F106Q3021891',56,'0',171000.00,'PURCH','OWNER','SFR',6.625,181009.20,162928.94,-10673.00,'116000',10,63469.54
'F106Q3022240',66,'0',141000.00,'PURCH','OWNER','SFR',6.875,134435.66,132558.61,-15277.00,'71100',19,50793.46
'F106Q3022320',56,'1',136000.00,'RE-FI-CO','INV','CONDO',6.875,99044.26,131282.31,-14573.00,'35000',34,133192.09
'F106Q3022353',53,'0',141000.00,'RE-FI-CO','OWNER','CONDO',6.875,90223.01,135050.61,-10369.00,'36900',11,98460.12
'F106Q3022366',66,'1',146000.00,'PURCH','OWNER','SFR',6.875,143700.50,140230.33,-16655.00,'50100',24,123760.85
'F106Q3022502',63,'1',144000.00,'PURCH','OWNER','PUD',7.000,150894.00,133345.76,-1984.00,'120000',6,18112.18
'F106Q3022640',70,'0',138000.00,'RE-FI-NCO','OWNER','MH',7.000,105171.55,126636.61,-4283.00,'43700',11,93653.25
'F106Q3022681',48,'0',135000.00,'RE-FI-CO','INV','SFR',7.250,98567.31,129788.58,-2663.00,'41400',6,94769.18
'F106Q3023003',45,'0',408000.00,'RE-FI-NCO','OWNER','SFR',6.375,291261.00,396138.05,-6447.00,'194000',18,244980.23
'F106Q3023076',72,'1',158000.00,'PURCH','OWNER','CO-OP',6.500,154910.22,147437.08,-6493.00,'103900',13,19482.80
'F106Q3023103',47,'0',240000.00,'PURCH','OWNER','SFR',6.625,276384.00,231074.46,-3865.00,'184200',10,61994.29
'F106Q3023140',45,'0',188000.00,'PURCH','OWNER','SFR',6.500,133527.00,178984.01,-210.00,'84500',,
'F106Q3023451',53,'0',200000.00,'PURCH','OWNER','SFR',6.625,213324.67,190787.82,-4284.00,'133700',8,68551.30
